variant,segment_id,time_s,time_ns,grid_dt_s,selection_method,left_source_row,left_source_time_s,right_source_row,right_source_time_s,vce_v,ic_a_um,power_w_um,cumulative_port_energy_j_um,d_log_abs_ic_dt_s_inv,temperature_delivery,tmax_k,r1_tpre_k,r1_delta_t_k,d_r1_delta_t_dt_k_s
R1,pre_strike_0p1ps,1.1e-12,0.0010999999999999998,1e-13,linear_interpolation,5,8.125e-13,6,1.31875e-12,2500.0,1.3124913133123457e-07,0.00032812282832808643,3.281199651593781e-16,13018.31531463904,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,1.2e-12,0.0012,1e-13,linear_interpolation,5,8.125e-13,6,1.31875e-12,2500.0,1.3124913150209878e-07,0.00032812282875524696,3.6093224801354477e-16,13018.306432854843,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,1.3000000000000001e-12,0.0013000000000000002,1e-13,linear_interpolation,5,8.125e-13,6,1.31875e-12,2500.0,1.3124913167296298e-07,0.00032812282918240744,3.9374453091042746e-16,29124.862521712203,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,1.4e-12,0.0014,1e-13,linear_interpolation,6,1.31875e-12,7,2.078125e-12,2500.0,1.3124913226662142e-07,0.0003281228306665536,4.2655681390287553e-16,48948.32095203583,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,1.5e-12,0.0015,1e-13,linear_interpolation,6,1.31875e-12,7,2.078125e-12,2500.0,1.3124913295784774e-07,0.00032812283239461935,4.593690970559342e-16,52665.2144117179,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,1.6e-12,0.0016,1e-13,linear_interpolation,6,1.31875e-12,7,2.078125e-12,2500.0,1.312491336490741e-07,0.00032812283412268523,4.921813803817994e-16,52665.2055299337,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,1.7e-12,0.0017000000000000001,1e-13,linear_interpolation,6,1.31875e-12,7,2.078125e-12,2500.0,1.3124913434030043e-07,0.0003281228358507511,5.249936638804712e-16,52665.2055299337,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,1.8e-12,0.0018,1e-13,linear_interpolation,6,1.31875e-12,7,2.078125e-12,2500.0,1.3124913503152675e-07,0.0003281228375788169,5.578059475519496e-16,52665.2144117179,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,1.9e-12,0.0019,1e-13,linear_interpolation,6,1.31875e-12,7,2.078125e-12,2500.0,1.312491357227531e-07,0.00032812283930688276,5.906182313962345e-16,52665.2144117179,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2e-12,0.002,1e-13,linear_interpolation,6,1.31875e-12,7,2.078125e-12,2500.0,1.3124913641397942e-07,0.0003281228410349485,6.234305154133261e-16,43533.008309282195,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.1e-12,0.0021,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913686548697e-07,0.0003281228421637174,6.562427995732594e-16,1785.7804124332688,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.2e-12,0.0021999999999999997,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913646085597e-07,0.00032812284115213994,6.890550837390523e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.3e-12,0.0023,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913605622496e-07,0.0003281228401405624,7.218673678036874e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.4e-12,0.0024,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913565159396e-07,0.0003281228391289849,7.546796517671647e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.5000000000000003e-12,0.0025,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913524696296e-07,0.0003281228381174074,7.874919356294843e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.6000000000000002e-12,0.0026000000000000003,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913484233196e-07,0.0003281228371058299,8.203042193906462e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.7000000000000002e-12,0.0027,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913443770096e-07,0.0003281228360942524,8.531165030506503e-16,-30829.22361841156,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.8e-12,0.0028,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913403306996e-07,0.0003281228350826749,8.859287866094967e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,2.9e-12,0.0029000000000000002,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913362843896e-07,0.0003281228340710974,9.187410700671853e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3e-12,0.003,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913322380796e-07,0.0003281228330595199,9.515533534237161e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.1e-12,0.0031000000000000003,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913281917696e-07,0.0003281228320479424,9.843656366790893e-16,-30829.232500195758,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.2e-12,0.0032,1e-13,linear_interpolation,7,2.078125e-12,8,3.2171875e-12,2500.0,1.3124913241454596e-07,0.0003281228310363649,1.0171779198333047e-15,-15970.158528944012,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.3e-12,0.0033,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913239996296e-07,0.0003281228309999074,1.0499902029351182e-15,1972.8663147589032,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.4e-12,0.0034000000000000002,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913246633334e-07,0.00032812283116583334,1.0828024860434053e-15,5056.817187210072,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.5e-12,0.0035,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.312491325327037e-07,0.0003281228313317592,1.115614769168285e-15,5056.817187210072,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.6e-12,0.0036,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913259907407e-07,0.0003281228314976852,1.1484270523097573e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.7e-12,0.0037,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913266544445e-07,0.0003281228316636111,1.181239335467822e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.8e-12,0.0038,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913273181483e-07,0.0003281228318295371,1.2140516186424794e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,3.9e-12,0.0039,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913279818518e-07,0.00032812283199546295,1.2468639018337295e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4e-12,0.004,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913286455556e-07,0.0003281228321613889,1.279676185041572e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.1e-12,0.0040999999999999995,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913293092594e-07,0.00032812283232731485,1.3124884682660072e-15,5056.817187210072,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.2e-12,0.0042,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.312491329972963e-07,0.0003281228324932407,1.345300751507035e-15,5056.817187210072,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.3e-12,0.0043,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913306366667e-07,0.0003281228326591667,1.3781130347646554e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.4e-12,0.004399999999999999,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913313003705e-07,0.0003281228328250926,1.4109253180388684e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.5e-12,0.0045,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913319640742e-07,0.0003281228329910186,1.443737601329674e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.6e-12,0.0046,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913326277778e-07,0.00032812283315694445,1.4765498846370722e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.7e-12,0.0047,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913332914815e-07,0.00032812283332287037,1.509362167961063e-15,5056.826068994269,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.8e-12,0.0048,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913339551853e-07,0.00032812283348879635,1.5421744513016463e-15,5056.817187210072,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,4.9000000000000005e-12,0.004900000000000001,1e-13,linear_interpolation,8,3.2171875e-12,9,4.92578125e-12,2500.0,1.3124913346188888e-07,0.0003281228336547222,1.5749867346588222e-15,3898.4548922371687,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.0000000000000005e-12,0.005,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913349785232e-07,0.00032812283374463076,1.6077990180287898e-15,2337.7122460033206,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.1000000000000005e-12,0.0051,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913352325332e-07,0.0003281228338081333,1.640611301406428e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.2000000000000005e-12,0.005200000000000001,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913354865433e-07,0.00032812283387163583,1.6734235847904164e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.3000000000000004e-12,0.0053,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913357405534e-07,0.00032812283393513837,1.7062358681807553e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.4000000000000004e-12,0.0054,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913359945633e-07,0.0003281228339986408,1.7390481515774442e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.5e-12,0.0055000000000000005,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913362485734e-07,0.0003281228340621433,1.7718604349804835e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.6e-12,0.0056,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913365025835e-07,0.00032812283412564586,1.804672718389873e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.7e-12,0.0057,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913367565935e-07,0.0003281228341891484,1.8374850018056126e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.8e-12,0.0058000000000000005,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913370106036e-07,0.00032812283425265093,1.8702972852277025e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,5.9e-12,0.005900000000000001,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913372646137e-07,0.0003281228343161534,1.9031095686561427e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6e-12,0.006,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913375186238e-07,0.00032812283437965594,1.935921852090933e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.1e-12,0.0061,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913377726337e-07,0.0003281228344431584,1.968734135532074e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.2e-12,0.006200000000000001,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913380266437e-07,0.00032812283450666096,2.001546418979565e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.3e-12,0.0063,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913382806538e-07,0.00032812283457016344,2.034358702433406e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.4e-12,0.0064,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.312491338534664e-07,0.000328122834633666,2.0671709858935974e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.5e-12,0.006500000000000001,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.312491338788674e-07,0.0003281228346971685,2.0999832693601392e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.6e-12,0.0066,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.312491339042684e-07,0.00032812283476067104,2.1327955528330313e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.7e-12,0.0067,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.312491339296694e-07,0.00032812283482417347,2.1656078363122734e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.8e-12,0.0068000000000000005,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.312491339550704e-07,0.000328122834887676,2.1984201197978657e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,6.9e-12,0.0069,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.312491339804714e-07,0.00032812283495117854,2.2312324032898085e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7e-12,0.007,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913400587242e-07,0.00032812283501468107,2.2640446867881015e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.1e-12,0.0071,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913403127343e-07,0.0003281228350781836,2.296856970292745e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.2e-12,0.0072,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913405667444e-07,0.0003281228351416861,2.329669253803738e-15,1935.3230129581789,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.3e-12,0.0073,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913408207545e-07,0.0003281228352051886,2.362481537321082e-15,1935.3318947423759,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.4e-12,0.0074,1e-13,linear_interpolation,9,4.92578125e-12,10,7.488671875e-12,2500.0,1.3124913410747643e-07,0.0003281228352686911,2.3952938208447758e-15,1745.7857381941722,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.5e-12,0.0075,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913412790194e-07,0.00032812283531975485,2.428106104374198e-15,72.55529510530323,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.6e-12,0.0076,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913410938117e-07,0.0003281228352734529,2.4609183879038586e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.7e-12,0.0077,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913409086043e-07,0.0003281228352271511,2.493730671428889e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.8e-12,0.0078,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913407233968e-07,0.0003281228351808492,2.526542954949289e-15,-1411.120109651165,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,7.9e-12,0.007899999999999999,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913405381893e-07,0.0003281228351345473,2.559355238465059e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8e-12,0.008,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913403529816e-07,0.0003281228350882454,2.5921675219761985e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.1e-12,0.0081,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913401677742e-07,0.00032812283504194355,2.624979805482708e-15,-1411.120109651165,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.2e-12,0.008199999999999999,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913399825667e-07,0.00032812283499564167,2.657792088984587e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.3e-12,0.0083,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.312491339797359e-07,0.00032812283494933973,2.690604372481836e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.4e-12,0.0084,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913396121515e-07,0.0003281228349030379,2.723416655974455e-15,-1411.120109651165,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.5e-12,0.008499999999999999,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.312491339426944e-07,0.000328122834856736,2.7562289394624434e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.6e-12,0.0086,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913392417366e-07,0.00032812283481043413,2.7890412229458017e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.7e-12,0.0087,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.312491339056529e-07,0.0003281228347641322,2.8218535064245302e-15,-1411.120109651165,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.8e-12,0.008799999999999999,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913388713214e-07,0.00032812283471783036,2.8546657898986285e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,8.9e-12,0.0089,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.312491338686114e-07,0.0003281228346715285,2.8874780733680965e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,9e-12,0.009,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913385009062e-07,0.00032812283462522654,2.9202903568329344e-15,-1411.120109651165,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,9.1e-12,0.0091,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913383156988e-07,0.0003281228345789247,2.953102640293142e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,9.2e-12,0.0092,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913381304913e-07,0.00032812283453262283,2.9859149237487194e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,9.3e-12,0.0093,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913379452838e-07,0.00032812283448632095,3.0187272071996666e-15,-1411.120109651165,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,9.4e-12,0.0094,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.312491337760076e-07,0.000328122834440019,3.0515394906459836e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,9.5e-12,0.0095,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913375748687e-07,0.0003281228343937172,3.0843517740876703e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,9.6e-12,0.0096,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913373896612e-07,0.0003281228343474153,3.117164057524727e-15,-1411.120109651165,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
R1,pre_strike_0p1ps,9.700000000000001e-12,0.0097,1e-13,linear_interpolation,10,7.488671875e-12,11,1.13330078125e-11,2500.0,1.3124913372044535e-07,0.00032812283430111336,3.149976340957153e-15,-1411.111227866968,PLT_transient_scalar,324.633215689,324.633215689,0.0,0.0
