series_id,variant_axis,variant_value,series_label,bias_v,let_mev_cm2_mg,time_s,ic_a_um,tmax_k,power_w_um,sample_kind,source_path,source_row,classification_scope
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1e-13,1.31235387962e-07,324.633215689,0.00032808846990500004,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,2,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,9.88e-11,2.10722655958e-06,324.633215896,0.00526806639895,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,26,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,9.9e-11,1.64267814622e-06,324.6332159,0.00410669536555,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,27,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,9.92e-11,1.4616732311e-06,324.633215904,0.00365418307775,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,28,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,9.94e-11,1.38535283227e-06,324.633215908,0.0034633820806749998,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,29,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,9.96e-11,1.34864433744e-06,324.633215912,0.0033716108436000003,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,30,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,9.98e-11,1.32822181599e-06,324.633215916,0.003320554539975,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,31,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1e-10,1.31521029651e-06,324.63321592,0.003288025741275,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,32,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.002e-10,1.30571941209e-06,324.633215924,0.003264298530225,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,33,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.004e-10,1.29772528137e-06,324.633215928,0.0032443132034250003,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,34,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.006e-10,1.29009698424e-06,324.633215932,0.0032252424606,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,35,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.008e-10,1.28233053449e-06,324.633215936,0.0032058263362250003,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,36,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.01e-10,1.27441722789e-06,324.63321594,0.0031860430697249996,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,37,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.012e-10,1.26663546895e-06,324.633215944,0.003166588672375,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,38,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.014e-10,1.25930991943e-06,324.633215948,0.003148274798575,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,39,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.016e-10,1.25265947344e-06,324.633215951,0.0031316486836000003,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,40,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.018e-10,1.24676390231e-06,324.633215955,0.003116909755775,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,41,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.02e-10,1.24159692912e-06,324.633215959,0.0031039923228,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,42,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.022e-10,1.23706435611e-06,324.633215963,0.003092660890275,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,43,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.0248e-10,1.23197227585e-06,324.633215969,0.003079930689625,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,44,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.02872e-10,1.22627756503e-06,324.633215977,0.0030656939125750004,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,45,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.034208e-10,1.21914259318e-06,324.633215988,0.0030478564829499997,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,46,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.0418912e-10,1.20870044272e-06,324.633216003,0.0030217511068,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,47,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.05264768e-10,1.19508933063e-06,324.633216024,0.002987723326575,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,48,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.067706752e-10,1.18014279189e-06,324.633216055,0.002950356979725,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,49,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.0887894528e-10,1.16207986601e-06,324.633216097,0.0029051996650249997,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,50,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.11830523392e-10,1.14153942261e-06,324.633216157,0.0028538485565249997,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,51,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.15962732749e-10,1.1206062533e-06,324.633216242,0.0028015156332500003,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,52,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.21747825848e-10,1.10402923907e-06,324.633216361,0.002760073097675,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,53,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.29846956188e-10,1.09569966475e-06,324.633216532,0.002739249161875,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,54,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.41185738663e-10,1.0942611302e-06,324.633216775,0.0027356528255000003,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,55,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.57060034128e-10,1.09133320308e-06,324.633217127,0.0027283330077000002,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,56,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.79284047779e-10,1.08235033817e-06,324.63321764,0.002705875845425,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,57,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,2.1039766689e-10,1.07260641339e-06,324.633218398,0.002681516033475,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,58,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,2.53956733647e-10,1.06864391152e-06,324.633219535,0.0026716097788000003,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,59,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,3.14939427105e-10,1.07252998997e-06,324.63322128,0.0026813249749250002,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,60,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,4e-10,1.08430622665e-06,324.633224014,0.002710765566625,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,61,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,5.19526079179e-10,1.10563823065e-06,324.633228618,0.0027640955766249998,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,62,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,6.8686259003e-10,1.14138733037e-06,324.633242303,0.002853468325925,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,63,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,9.2113370522e-10,1.20181789089e-06,324.633337975,0.003004544727225,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,64,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1e-09,1.22134152474e-06,324.633382275,0.0030533538118500004,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,65,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.16398978063e-09,1.269350722e-06,324.63355912,0.003173376805,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,66,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.39357547352e-09,1.3478900173e-06,324.634000659,0.00336972504325,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,67,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.71499544356e-09,1.47657697387e-06,324.634797582,0.003691442434675,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,68,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,2.16498340162e-09,1.68583990261e-06,324.63578021,0.004214599756525,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,69,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,2.7949665429e-09,1.99803143325e-06,324.636819673,0.004995078583125,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,70,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,3.6769429407e-09,2.41488025221e-06,324.638215514,0.006037200630525001,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,71,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,4.91170989761e-09,3.0409431739e-06,324.640922835,0.007602357934749999,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,72,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,6.64038363729e-09,4.23257778576e-06,324.647094554,0.010581444464399998,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,73,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,9.06052687284e-09,6.71205464904e-06,324.662441848,0.0167801366226,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,74,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1e-08,7.78879627141e-06,324.66958561,0.019471990678524998,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,75,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.33882005298e-08,1.33269389714e-05,324.717870132,0.0333173474285,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,76,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.57599409006e-08,1.75856830389e-05,324.763029889,0.04396420759725,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,77,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,1.90803774198e-08,2.47609529506e-05,324.85127416,0.0619023823765,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,78,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,2.37289885466e-08,3.88597122218e-05,325.037827426,0.09714928055449999,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,79,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,2.69830163354e-08,5.14738634077e-05,325.200648801,0.12868465851924998,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,80,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,2.92608357876e-08,6.20897821366e-05,325.334888276,0.1552244553415,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,81,diagnostic_only
baseline,reference,thermal_steady_Wt0.1_Y3.5_baseline_mesh,Reference A01 | Wt=0.1 µm | thermal steady,2500.0,15.0,3.24497830206e-08,8.22126605675e-05,325.564311106,0.20553165141875,raw_transient,local_runtime/igbt_seb_full_20260712_035027/cases/A01_v2500_let15_y3p5__attempt04/transient.csv,82,diagnostic_only
