time_s,top_voltage_v,top_current_a_per_um,abs_top_current_a_per_um,current_excursion_a_per_um
4.1e-11,-99.9999999817673,-1.82329784453043e-15,1.82329784453043e-15,1.9014699315142742e-24
4.2e-11,-99.9999999817673,-1.82329784453044e-15,1.82329784453044e-15,1.9014797922755895e-24
4.3e-11,-99.9999999817673,-1.82329784453044e-15,1.82329784453044e-15,1.9014797922755895e-24
4.4e-11,-99.9999999817673,-1.82329784453044e-15,1.82329784453044e-15,1.9014797922755895e-24
4.5e-11,-99.9999999817673,-1.82329784453044e-15,1.82329784453044e-15,1.9014797922755895e-24
4.6e-11,-99.9999999817673,-1.82329784453045e-15,1.82329784453045e-15,1.9014900474673574e-24
4.70000000000001e-11,-99.9999999817673,-1.82329784453045e-15,1.82329784453045e-15,1.9014900474673574e-24
4.80000000000001e-11,-99.9999999817673,-1.82329784453046e-15,1.82329784453046e-15,1.9014999082286726e-24
4.90000000000001e-11,-99.9999999817673,-1.82329784453046e-15,1.82329784453046e-15,1.9014999082286726e-24
5.00000000000001e-11,-99.9999999817673,-1.82329784453047e-15,1.82329784453047e-15,1.901509768989988e-24
5.10000000000001e-11,-99.9999999817673,-1.82329784453047e-15,1.82329784453047e-15,1.901509768989988e-24
5.20000000000001e-11,-99.9999999817673,-1.82329784453048e-15,1.82329784453048e-15,1.9015200241817558e-24
5.30000000000001e-11,-99.9999999817673,-1.82329784453048e-15,1.82329784453048e-15,1.9015200241817558e-24
5.40000000000001e-11,-99.9999999817673,-1.82329784453049e-15,1.82329784453049e-15,1.901529884943071e-24
5.50000000000001e-11,-99.9999999817673,-1.8232978445305e-15,1.8232978445305e-15,1.9015397457043863e-24
5.60000000000001e-11,-99.9999999817673,-1.82329784453051e-15,1.82329784453051e-15,1.901550000896154e-24
5.70000000000001e-11,-99.9999999817673,-1.82329784453052e-15,1.82329784453052e-15,1.9015598616574694e-24
5.80000000000001e-11,-99.9999999817673,-1.82329784453052e-15,1.82329784453052e-15,1.9015598616574694e-24
5.90000000000001e-11,-99.9999999817673,-1.82329784453053e-15,1.82329784453053e-15,1.9015697224187847e-24
6.00000000000001e-11,-99.9999999817673,-1.82329784453054e-15,1.82329784453054e-15,1.9015799776105526e-24
6.10000000000001e-11,-99.9999999817673,-1.82329784453055e-15,1.82329784453055e-15,1.901589838371868e-24
6.20000000000001e-11,-99.9999999817673,-1.82329784453056e-15,1.82329784453056e-15,1.9016000935636357e-24
6.30000000000001e-11,-99.9999999817673,-1.82329784453057e-15,1.82329784453057e-15,1.901609954324951e-24
6.40000000000001e-11,-99.9999999817673,-1.82329784453057e-15,1.82329784453057e-15,1.901609954324951e-24
6.50000000000001e-11,-99.9999999817673,-1.82329784453058e-15,1.82329784453058e-15,1.9016198150862662e-24
6.60000000000001e-11,-99.9999999817673,-1.82329784453059e-15,1.82329784453059e-15,1.901630070278034e-24
6.70000000000001e-11,-99.9999999817673,-1.8232978445306e-15,1.8232978445306e-15,1.9016399310393494e-24
6.8e-11,-99.9999999817673,-1.8232978445306e-15,1.8232978445306e-15,1.9016399310393494e-24
6.9e-11,-99.9999999817673,-1.82329784453061e-15,1.82329784453061e-15,1.9016497918006646e-24
7e-11,-99.9999999817673,-1.82329784453061e-15,1.82329784453061e-15,1.9016497918006646e-24
7.1e-11,-99.9999999817673,-1.82329784453062e-15,1.82329784453062e-15,1.9016600469924325e-24
7.2e-11,-99.9999999817673,-1.82329784453062e-15,1.82329784453062e-15,1.9016600469924325e-24
7.3e-11,-99.9999999817673,-1.82329784453062e-15,1.82329784453062e-15,1.9016600469924325e-24
7.4e-11,-99.9999999817673,-1.82329784453063e-15,1.82329784453063e-15,1.9016699077537478e-24
7.5e-11,-99.9999999817673,-1.82329784453063e-15,1.82329784453063e-15,1.9016699077537478e-24
7.6e-11,-99.9999999817673,-1.82329784453063e-15,1.82329784453063e-15,1.9016699077537478e-24
7.7e-11,-99.9999999817673,-1.82329784453063e-15,1.82329784453063e-15,1.9016699077537478e-24
7.8e-11,-99.9999999817673,-1.82329784453064e-15,1.82329784453064e-15,1.901679768515063e-24
7.9e-11,-99.9999999817673,-1.82329784453228e-15,1.82329784453228e-15,1.9033198103370175e-24
8e-11,-99.9999999817673,-1.82329784482061e-15,1.82329784482061e-15,2.1916500489171078e-24
8.1e-11,-99.9999999817673,-1.82329788446833e-15,1.82329788446833e-15,4.183937000499272e-23
8.2e-11,-99.9999999817673,-1.82330213963925e-15,1.82330213963925e-15,4.297010289759099e-21
8.3e-11,-99.9999999817673,-1.80085367616617e-15,1.80085367616617e-15,2.244416646278997e-17
8.4e-11,-99.999999981762,-1.83806757385015e-15,1.83806757385015e-15,1.4769731221189903e-17
8.5e-11,-99.999999981485,-1.85215667927822e-15,1.85215667927822e-15,2.885883664926011e-17
8.6e-11,-99.9999999703587,-2.95937388887229e-15,2.95937388887229e-15,1.13607604624333e-15
8.7e-11,-99.9999996212935,-3.78716148589086e-14,3.78716148589086e-14,3.6048317016279636e-14
8.8e-11,-99.9999910475028,-8.95244176745095e-13,8.95244176745095e-13,8.934208789024661e-13
8.9e-11,-99.9998260598258,-1.73940246960415e-11,1.73940246960415e-11,1.739220139819887e-11
9e-11,-99.9973363777161,-2.66362222516168e-10,2.66362222516168e-10,2.6636039921832536e-10
9.1e-11,-99.9678452069311,-3.21547931630617e-09,3.21547931630617e-09,3.215477493008327e-09
9.2e-11,-99.6934279932097,-3.06572006811631e-08,3.06572006811631e-08,3.065719885786526e-08
9.3e-11,-97.6898301310549,-2.31016986897945e-07,2.31016986897945e-07,2.3101698507464717e-07
9.4e-11,-86.3298097079198,-1.36701902921283e-06,1.36701902921283e-06,1.3670190273895321e-06
9.5e-11,-41.7411878250716,-5.82588121749625e-06,5.82588121749625e-06,5.825881215672952e-06
9.6e-11,-3.61243490915161,-9.63875650908492e-06,9.63875650908492e-06,9.638756507261623e-06
9.62e-11,-0.623548792115821,-9.93764512078589e-06,9.93764512078589e-06,9.937645118962592e-06
9.64e-11,0.365316235010451,-1.0036531623501e-05,1.0036531623501e-05,1.0036531621677702e-05
9.66e-11,0.669869535801721,-1.00669869077073e-05,1.00669869077073e-05,1.0066986905884002e-05
9.68e-11,0.761413947682934,-1.00761413846065e-05,1.00761413846065e-05,1.0076141382783202e-05
9.7e-11,0.793144441542095,-1.00793031916712e-05,1.00793031916712e-05,1.0079303189847902e-05
9.72e-11,0.808842397226121,-1.00808842361874e-05,1.00808842361874e-05,1.0080884234364103e-05
9.74e-11,0.819553945177358,-1.00819553945152e-05,1.00819553945152e-05,1.0081955392691902e-05
9.76e-11,0.827983355675789,-1.0082798335567e-05,1.0082798335567e-05,1.0082798333743703e-05
9.78e-11,0.834919703236256,-1.0083489026943e-05,1.0083489026943e-05,1.0083489025119703e-05
9.8e-11,0.840701602066322,-1.00840688685891e-05,1.00840688685891e-05,1.0084068866765803e-05
9.82e-11,0.845566433645734,-1.00845559157177e-05,1.00845559157177e-05,1.0084555913894403e-05
9.84e-11,0.849684513970399,-1.00849679788443e-05,1.00849679788443e-05,1.0084967977021002e-05
9.86e-11,0.85318571357604,-1.00853182389407e-05,1.00853182389407e-05,1.0085318237117403e-05
9.88e-11,0.856171652749947,-1.00856169210978e-05,1.00856169210978e-05,1.0085616919274503e-05
9.9e-11,0.858724619045498,-1.00858722777761e-05,1.00858722777761e-05,1.0085872275952802e-05
9.92e-11,0.860911502429463,-1.00860910087626e-05,1.00860910087626e-05,1.0086091006939302e-05
9.94e-11,0.862788055056038,-1.00862786952785e-05,1.00862786952785e-05,1.0086278693455203e-05
9.95e-11,0.863631223197121,-1.00863631213451e-05,1.00863631213451e-05,1.0086363119521803e-05
9.97e-11,0.865121543871912,-1.008651211933e-05,1.008651211933e-05,1.0086512117506702e-05
9.99e-11,0.866403969661874,-1.00866403374531e-05,1.00866403374531e-05,1.0086640335629802e-05
1e-10,0.866980385129521,-1.00866980379369e-05,1.00866980379369e-05,1.0086698036113603e-05
1.002e-10,0.867998966337475,-1.00867998776729e-05,1.00867998776729e-05,1.0086799875849603e-05
1.004e-10,0.868872543592667,-1.00868872204722e-05,1.00868872204722e-05,1.0086887218648902e-05
1.005e-10,0.869263767450831,-1.00869263763874e-05,1.00869263763874e-05,1.0086926374564103e-05
1.007e-10,0.869952062841739,-1.00869951960176e-05,1.00869951960176e-05,1.0086995194194302e-05
1.009e-10,0.870537158800155,-1.00870536966616e-05,1.00870536966616e-05,1.0087053694838303e-05
1.01e-10,0.870796770853732,-1.00870796768732e-05,1.00870796768732e-05,1.0087079675049902e-05
1.012e-10,0.871248106880573,-1.0087124805311e-05,1.0087124805311e-05,1.0087124803487703e-05
1.014e-10,0.871623420823684,-1.00871623315492e-05,1.00871623315492e-05,1.0087162329725903e-05
1.016e-10,0.871931158740755,-1.00871931075236e-05,1.00871931075236e-05,1.0087193105700303e-05
1.018e-10,0.872178700423043,-1.0087217863599e-05,1.0087217863599e-05,1.0087217861775702e-05
1.02e-10,0.872372460439984,-1.00872372411436e-05,1.00872372411436e-05,1.0087237239320303e-05
1.03e-10,0.872696624618609,-1.00872696624548e-05,1.00872696624548e-05,1.0087269660631502e-05
1.04e-10,0.872352287329442,-1.0087235228656e-05,1.0087235228656e-05,1.0087235226832702e-05
1.05e-10,0.871661294152408,-1.00871661294077e-05,1.00871661294077e-05,1.0087166127584403e-05
1.06e-10,0.870836348421037,-1.00870836348439e-05,1.00870836348439e-05,1.0087083633020602e-05
1.07e-10,0.869995566068787,-1.00869995566061e-05,1.00869995566061e-05,1.0086999554782802e-05
1.08e-10,0.8691870725731,-1.00869159093196e-05,1.00869159093196e-05,1.0086915907496303e-05
1.082e-10,0.869023637280031,-1.00869023635747e-05,1.00869023635747e-05,1.0086902361751402e-05
1.0848e-10,0.868799137479887,-1.00868799137297e-05,1.00868799137297e-05,1.0086879911906402e-05
1.08872e-10,0.868493713381087,-1.00868493711801e-05,1.00868493711801e-05,1.0086849369356803e-05
1.094208e-10,0.86808280771052,-1.00868082789784e-05,1.00868082789784e-05,1.0086808277155103e-05
1.1018912e-10,0.867537997581861,-1.00867537807325e-05,1.00867537807325e-05,1.0086753778909202e-05
1.11264768e-10,0.866828855418269,-1.0086682712889e-05,1.0086682712889e-05,1.0086682711065703e-05
1.127706752e-10,0.86592596790169,-1.00865913524773e-05,1.00865913524773e-05,1.0086591350654003e-05
1.1487894528e-10,0.864803709930253,-1.00864803709927e-05,1.00864803709927e-05,1.0086480369169403e-05
1.17830523392e-10,0.863441922876859,-1.00863441922849e-05,1.00863441922849e-05,1.0086344190461602e-05
1.219627327488e-10,0.861825523405058,-1.00861825523378e-05,1.00861825523378e-05,1.0086182550514503e-05
1.2774782584832e-10,0.859942773089717,-1.00859942773034e-05,1.00859942773034e-05,1.0085994275480102e-05
1.35846956187648e-10,0.857779083924051,-1.00857779083869e-05,1.00857779083869e-05,1.0085777906563601e-05
1.47185738662707e-10,0.855323011660234,-1.00855323011643e-05,1.00855323011643e-05,1.0085532299341003e-05
1.6306003412779e-10,0.852613003158153,-1.00852613003151e-05,1.00852613003151e-05,1.0085261298491802e-05
1.8306003412779e-10,0.849890888048529,-1.0084989088804e-05,1.0084989088804e-05,1.0084989086980703e-05
2e-10,0.847898280840568,-1.0084788880225e-05,1.0084788880225e-05,1.0084788878401702e-05
2.2e-10,0.845901714209145,-1.00845892471521e-05,1.00845892471521e-05,1.0084589245328802e-05
2.4e-10,0.844155542468807,-1.00844155542452e-05,1.00844155542452e-05,1.0084415552421902e-05
2.6e-10,0.842604203960171,-1.00842598937133e-05,1.00842598937133e-05,1.0084259891890002e-05
2.8e-10,0.841208453509925,-1.00841208453505e-05,1.00841208453505e-05,1.0084120843527202e-05
3e-10,0.839939646091763,-1.00839938800925e-05,1.00839938800925e-05,1.0083993878269203e-05
3.2e-10,0.838776285490976,-1.00838743010041e-05,1.00838743010041e-05,1.0083874299180803e-05
3.4e-10,0.837701855123372,-1.00837701673253e-05,1.00837701673253e-05,1.0083770165502003e-05
3.6e-10,0.836703411211279,-1.00836696021892e-05,1.00836696021892e-05,1.0083669600365903e-05
3.8e-10,0.835770628704874,-1.00835770580028e-05,1.00835770580028e-05,1.0083577056179502e-05
4e-10,0.834895147767555,-1.00834893117086e-05,1.00834893117086e-05,1.0083489309885302e-05
4.2e-10,0.834070107789306,-1.00834070092279e-05,1.00834070092279e-05,1.0083407007404603e-05
4.4e-10,0.833289811812583,-1.00833289150442e-05,1.00833289150442e-05,1.0083328913220902e-05
4.6e-10,0.83254947896445,-1.00832549473296e-05,1.00832549473296e-05,1.0083254945506302e-05
4.8e-10,0.831845058505356,-1.00831844812467e-05,1.00831844812467e-05,1.0083184479423403e-05
5e-10,0.831173089077788,-1.00831173086769e-05,1.00831173086769e-05,1.0083117306853602e-05
5.2e-10,0.830530589675163,-1.0083053048796e-05,1.0083053048796e-05,1.0083053046972702e-05
5.4e-10,0.829914974532288,-1.00829914973509e-05,1.00829914973509e-05,1.0082991495527602e-05
5.6e-10,0.829323986536067,-1.00829323940743e-05,1.00829323940743e-05,1.0082932392251002e-05
5.8e-10,0.828755643524324,-1.00828755643037e-05,1.00828755643037e-05,1.0082875562480402e-05
6e-10,0.828208195182462,-1.00828208173054e-05,1.00828208173054e-05,1.0082820815482102e-05
6.2e-10,0.827680088653126,-1.00827680088403e-05,1.00827680088403e-05,1.0082768007017002e-05
6.4e-10,0.827169939198261,-1.00827169927863e-05,1.00827169927863e-05,1.0082716990963003e-05
6.6e-10,0.826676507231326,-1.00826676507094e-05,1.00826676507094e-05,1.0082667648886102e-05
6.8e-10,0.826198678373949,-1.00826198672262e-05,1.00826198672262e-05,1.0082619865402902e-05
7e-10,0.825735447272593,-1.00825735447195e-05,1.00825735447195e-05,1.0082573542896203e-05
7.2e-10,0.825285903578936,-1.00825285900138e-05,1.00825285900138e-05,1.0082528588190502e-05
7.4e-10,0.824849220516281,-1.00824849220477e-05,1.00824849220477e-05,1.0082484920224402e-05
7.6e-10,0.82442464473557,-1.00824424642728e-05,1.00824424642728e-05,1.0082442462449503e-05
7.8e-10,0.824011487976521,-1.00824011487955e-05,1.00824011487955e-05,1.0082401146972201e-05
8e-10,0.823609119658616,-1.00823609118444e-05,1.00823609118444e-05,1.0082360910021103e-05
8.2e-10,0.823216960649431,-1.00823216960633e-05,1.00823216960633e-05,1.0082321694240002e-05
8.4e-10,0.822834477747797,-1.00822834476987e-05,1.00822834476987e-05,1.0082283445875403e-05
8.6e-10,0.822461178961915,-1.00822461178954e-05,1.00822461178954e-05,1.0082246116072102e-05
8.8e-10,0.822096609336143,-1.00822096608857e-05,1.00822096608857e-05,1.0082209659062402e-05
9.00000000000001e-10,0.821740347331264,-1.00821740347324e-05,1.00821740347324e-05,1.0082174032909102e-05
9.20000000000001e-10,0.821392001579062,-1.00821392001264e-05,1.00821392001264e-05,1.0082139198303103e-05
9.4e-10,0.821051208040578,-1.00821051208038e-05,1.00821051208038e-05,1.0082105118980502e-05
9.6e-10,0.82071762773454,-1.00820717627521e-05,1.00820717627521e-05,1.0082071760928803e-05
9.8e-10,0.820390943969631,-1.00820390943971e-05,1.00820390943971e-05,1.0082039092573802e-05
1e-09,0.820070861093647,-1.00820070860957e-05,1.00820070860957e-05,1.0082007084272402e-05
1.02e-09,0.819757101981227,-1.00819757101979e-05,1.00819757101979e-05,1.0081975708374602e-05
1.04e-09,0.819449407157082,-1.00819449407055e-05,1.00819449407055e-05,1.0081944938882203e-05
1.06e-09,0.819147532686448,-1.00819147532683e-05,1.00819147532683e-05,1.0081914751445002e-05
1.08e-09,0.818851249584395,-1.00818851249513e-05,1.00818851249513e-05,1.0081885123128002e-05
1.1e-09,0.818560342077306,-1.00818560342077e-05,1.00818560342077e-05,1.0081856032384403e-05
1.12e-09,0.818274606888881,-1.00818274606843e-05,1.00818274606843e-05,1.0081827458861003e-05
1.14e-09,0.817993852275671,-1.00817993852279e-05,1.00817993852279e-05,1.0081799383404603e-05
1.16e-09,0.817717897089422,-1.00817717897053e-05,1.00817717897053e-05,1.0081771787882002e-05
1.18e-09,0.817446569956806,-1.00817446569955e-05,1.00817446569955e-05,1.0081744655172203e-05
1.2e-09,0.817179708734802,-1.00817179708714e-05,1.00817179708714e-05,1.0081717969048103e-05
1.22e-09,0.816917159768174,-1.00816917159766e-05,1.00816917159766e-05,1.0081691714153303e-05
1.24e-09,0.816658777211475,-1.00816658777195e-05,1.00816658777195e-05,1.0081665875896203e-05
1.26e-09,0.816404422828807,-1.00816404422826e-05,1.00816404422826e-05,1.0081640440459302e-05
1.28e-09,0.816153965067042,-1.00816153965053e-05,1.00816153965053e-05,1.0081615394682003e-05
1.3e-09,0.815907278792491,-1.00815907278796e-05,1.00815907278796e-05,1.0081590726056303e-05
1.32e-09,0.815664245082476,-1.00815664245068e-05,1.00815664245068e-05,1.0081566422683502e-05
1.34e-09,0.815424750454138,-1.00815424750458e-05,1.00815424750458e-05,1.0081542473222503e-05
1.36e-09,0.815188686733042,-1.00815188686725e-05,1.00815188686725e-05,1.0081518866849203e-05
1.38e-09,0.814955950909258,-1.00814955950911e-05,1.00814955950911e-05,1.0081495593267802e-05
1.4e-09,0.814726444228292,-1.00814726444225e-05,1.00814726444225e-05,1.0081472642599203e-05
1.42e-09,0.814500072671477,-1.00814500072669e-05,1.00814500072669e-05,1.0081450005443603e-05
1.44e-09,0.814276746267606,-1.00814276746267e-05,1.00814276746267e-05,1.0081427672803402e-05
1.46e-09,0.814056378811541,-1.0081405637881e-05,1.0081405637881e-05,1.0081405636057703e-05
1.48e-09,0.813838887769738,-1.00813838887765e-05,1.00813838887765e-05,1.0081383886953202e-05
1.5e-09,0.813624194240197,-1.00813624194243e-05,1.00813624194243e-05,1.0081362417601003e-05
1.52e-09,0.813412222381845,-1.00813412222375e-05,1.00813412222375e-05,1.0081341220414202e-05
1.54e-09,0.813202899454342,-1.00813202899457e-05,1.00813202899457e-05,1.0081320288122402e-05
1.56e-09,0.812996155750114,-1.00812996155744e-05,1.00812996155744e-05,1.0081299613751102e-05
1.58e-09,0.812791924336031,-1.00812791924335e-05,1.00812791924335e-05,1.0081279190610203e-05
1.6e-09,0.812590140756817,-1.00812590140757e-05,1.00812590140757e-05,1.0081259012252402e-05
1.62e-09,0.812390743027009,-1.00812390743032e-05,1.00812390743032e-05,1.0081239072479902e-05
1.64e-09,0.812193671660164,-1.00812193671662e-05,1.00812193671662e-05,1.0081219365342903e-05
1.66e-09,0.811998869409058,-1.00811998869406e-05,1.00811998869406e-05,1.0081199885117302e-05
1.68e-09,0.811806280944708,-1.00811806280945e-05,1.00811806280945e-05,1.0081180626271202e-05
1.7e-09,0.811615853194491,-1.00811615853194e-05,1.00811615853194e-05,1.0081161583496102e-05
1.72e-09,0.811427534785038,-1.00811427534782e-05,1.00811427534782e-05,1.0081142751654902e-05
1.74e-09,0.811241276411604,-1.00811241276408e-05,1.00811241276408e-05,1.0081124125817503e-05
1.76e-09,0.811057030263925,-1.0081105703026e-05,1.0081105703026e-05,1.0081105701202703e-05
1.78e-09,0.810874750348236,-1.0081087475035e-05,1.0081087475035e-05,1.0081087473211702e-05
1.8e-09,0.810694392217073,-1.00810694392216e-05,1.00810694392216e-05,1.0081069437398303e-05
1.82e-09,0.81051591292498,-1.00810515912928e-05,1.00810515912928e-05,1.0081051589469503e-05
1.84e-09,0.810339271079819,-1.00810339271079e-05,1.00810339271079e-05,1.0081033925284603e-05
1.86e-09,0.810164426333641,-1.00810164426336e-05,1.00810164426336e-05,1.0081016440810302e-05
1.88e-09,0.809991339977749,-1.00809991339975e-05,1.00809991339975e-05,1.0080999132174202e-05
1.9e-09,0.80981997446325,-1.00809819974461e-05,1.00809819974461e-05,1.0080981995622803e-05
1.92e-09,0.809650293414801,-1.00809650293413e-05,1.00809650293413e-05,1.0080965027518003e-05
1.94e-09,0.809482261633164,-1.00809482261633e-05,1.00809482261633e-05,1.0080948224340001e-05
1.96e-09,0.809315845076962,-1.0080931584508e-05,1.0080931584508e-05,1.0080931582684702e-05
1.98e-09,0.809151010585507,-1.00809151010586e-05,1.00809151010586e-05,1.0080915099235302e-05
2e-09,0.808987726152721,-1.00808987726147e-05,1.00808987726147e-05,1.0080898770791403e-05
2.02e-09,0.80882596071528,-1.00808825960711e-05,1.00808825960711e-05,1.0080882594247802e-05
2.04e-09,0.808665684179813,-1.00808665684183e-05,1.00808665684183e-05,1.0080866566595003e-05
2.06e-09,0.808506867187533,-1.00808506867188e-05,1.00808506867188e-05,1.0080850684895502e-05
2.08e-09,0.80834948140641,-1.00808349481408e-05,1.00808349481408e-05,1.0080834946317502e-05
2.1e-09,0.808193499303713,-1.00808193499306e-05,1.00808193499306e-05,1.0080819348107303e-05
2.12e-09,0.808038893987527,-1.00808038893983e-05,1.00808038893983e-05,1.0080803887575002e-05
2.15e-09,0.807810311502797,-1.00807810311503e-05,1.00807810311503e-05,1.0080781029327003e-05
2.195e-09,0.807474589094991,-1.00807474589094e-05,1.00807474589094e-05,1.0080747457086102e-05
2.2625e-09,0.806986030201561,-1.00806986030197e-05,1.00806986030197e-05,1.0080698601196403e-05
2.36375e-09,0.806283862280828,-1.00806283862142e-05,1.00806283862142e-05,1.0080628384390902e-05
2.515625e-09,0.805290937460048,-1.00805290935364e-05,1.00805290935364e-05,1.0080529091713103e-05
2.7434375e-09,0.803914730413756,-1.00803914705351e-05,1.00803914705351e-05,1.0080391468711802e-05
3.08515625e-09,0.802050387157908,-1.0080205015399e-05,1.0080205015399e-05,1.0080205013575703e-05
3.597734375e-09,0.799580681646886,-1.00799579103476e-05,1.00799579103476e-05,1.0079957908524303e-05
4.3666015625e-09,0.796356718826231,-1.00796349672609e-05,1.00796349672609e-05,1.0079634965437601e-05
5.3666015625e-09,0.792628697740167,-1.00792622265173e-05,1.00792622265173e-05,1.0079262224694002e-05
6.3666015625e-09,0.789132343144873,-1.00789131794931e-05,1.00789131794931e-05,1.0078913177669802e-05
7.3666015625e-09,0.785756091856544,-1.00785756025434e-05,1.00785756025434e-05,1.0078575600720102e-05
8.3666015625e-09,0.782425158048682,-1.00782422411155e-05,1.00782422411155e-05,1.0078242239292203e-05
9.3666015625e-09,0.779089268517024,-1.00779089262588e-05,1.00779089262588e-05,1.0077908924435503e-05
1e-08,0.776920370250917,-1.00776920347452e-05,1.00776920347452e-05,1.0077692032921902e-05
1.1e-08,0.773507874968209,-1.0077350787491e-05,1.0077350787491e-05,1.0077350785667702e-05
1.2e-08,0.77001832987333,-1.00770018329631e-05,1.00770018329631e-05,1.0077001831139802e-05
1.3e-08,0.766435331244396,-1.00766435331196e-05,1.00766435331196e-05,1.0076643531296302e-05
1.4e-08,0.76274484612855,-1.00762744842115e-05,1.00762744842115e-05,1.0076274482388202e-05
1.5e-08,0.758933676034541,-1.00758933675532e-05,1.00758933675532e-05,1.0075893365729903e-05
1.6e-08,0.75498858493264,-1.00754988554888e-05,1.00754988554888e-05,1.0075498853665503e-05
1.7e-08,0.750895678462845,-1.00750895677018e-05,1.00750895677018e-05,1.0075089565878502e-05
1.8e-08,0.746639912669723,-1.00746639831929e-05,1.00746639831929e-05,1.0074663981369602e-05
1.9e-08,0.742204657843999,-1.00742204654653e-05,1.00742204654653e-05,1.0074220463642002e-05
2e-08,0.737571263031611,-1.00737571086985e-05,1.00737571086985e-05,1.0073757106875203e-05
2.1e-08,0.732718577633559,-1.00732718570825e-05,1.00732718570825e-05,1.0073271855259202e-05
2.2e-08,0.727622386323133,-1.00727622009744e-05,1.00727622009744e-05,1.0072762199151102e-05
2.3e-08,0.722254707948541,-1.0072225469277e-05,1.0072225469277e-05,1.0072225467453702e-05
2.4e-08,0.716582894483331,-1.00716582046898e-05,1.00716582046898e-05,1.0071658202866502e-05
