time_s,top_voltage_v,top_current_a_per_um,abs_top_current_a_per_um,current_excursion_a_per_um
4.1e-11,-99.9999999817673,-1.82329784453043e-15,1.82329784453043e-15,1.9014699315142742e-24
4.2e-11,-99.9999999817673,-1.82329784453044e-15,1.82329784453044e-15,1.9014797922755895e-24
4.3e-11,-99.9999999817673,-1.82329784453044e-15,1.82329784453044e-15,1.9014797922755895e-24
4.4e-11,-99.9999999817673,-1.82329784453044e-15,1.82329784453044e-15,1.9014797922755895e-24
4.5e-11,-99.9999999817673,-1.82329784453044e-15,1.82329784453044e-15,1.9014797922755895e-24
4.6e-11,-99.9999999817673,-1.82329784453045e-15,1.82329784453045e-15,1.9014900474673574e-24
4.70000000000001e-11,-99.9999999817673,-1.82329784453045e-15,1.82329784453045e-15,1.9014900474673574e-24
4.80000000000001e-11,-99.9999999817673,-1.82329784453046e-15,1.82329784453046e-15,1.9014999082286726e-24
4.90000000000001e-11,-99.9999999817673,-1.82329784453046e-15,1.82329784453046e-15,1.9014999082286726e-24
5.00000000000001e-11,-99.9999999817673,-1.82329784453047e-15,1.82329784453047e-15,1.901509768989988e-24
5.10000000000001e-11,-99.9999999817673,-1.82329784453047e-15,1.82329784453047e-15,1.901509768989988e-24
5.20000000000001e-11,-99.9999999817673,-1.82329784453048e-15,1.82329784453048e-15,1.9015200241817558e-24
5.30000000000001e-11,-99.9999999817673,-1.82329784453048e-15,1.82329784453048e-15,1.9015200241817558e-24
5.40000000000001e-11,-99.9999999817673,-1.82329784453049e-15,1.82329784453049e-15,1.901529884943071e-24
5.50000000000001e-11,-99.9999999817673,-1.8232978445305e-15,1.8232978445305e-15,1.9015397457043863e-24
5.60000000000001e-11,-99.9999999817673,-1.82329784453051e-15,1.82329784453051e-15,1.901550000896154e-24
5.70000000000001e-11,-99.9999999817673,-1.82329784453052e-15,1.82329784453052e-15,1.9015598616574694e-24
5.80000000000001e-11,-99.9999999817673,-1.82329784453052e-15,1.82329784453052e-15,1.9015598616574694e-24
5.90000000000001e-11,-99.9999999817673,-1.82329784453053e-15,1.82329784453053e-15,1.9015697224187847e-24
6.00000000000001e-11,-99.9999999817673,-1.82329784453054e-15,1.82329784453054e-15,1.9015799776105526e-24
6.10000000000001e-11,-99.9999999817673,-1.82329784453055e-15,1.82329784453055e-15,1.901589838371868e-24
6.20000000000001e-11,-99.9999999817673,-1.82329784453056e-15,1.82329784453056e-15,1.9016000935636357e-24
6.30000000000001e-11,-99.9999999817673,-1.82329784453057e-15,1.82329784453057e-15,1.901609954324951e-24
6.40000000000001e-11,-99.9999999817673,-1.82329784453057e-15,1.82329784453057e-15,1.901609954324951e-24
6.50000000000001e-11,-99.9999999817673,-1.82329784453058e-15,1.82329784453058e-15,1.9016198150862662e-24
6.60000000000001e-11,-99.9999999817673,-1.82329784453059e-15,1.82329784453059e-15,1.901630070278034e-24
6.70000000000001e-11,-99.9999999817673,-1.8232978445306e-15,1.8232978445306e-15,1.9016399310393494e-24
6.8e-11,-99.9999999817673,-1.8232978445306e-15,1.8232978445306e-15,1.9016399310393494e-24
6.9e-11,-99.9999999817673,-1.82329784453061e-15,1.82329784453061e-15,1.9016497918006646e-24
7e-11,-99.9999999817673,-1.82329784453061e-15,1.82329784453061e-15,1.9016497918006646e-24
7.1e-11,-99.9999999817673,-1.82329784453062e-15,1.82329784453062e-15,1.9016600469924325e-24
7.2e-11,-99.9999999817673,-1.82329784453062e-15,1.82329784453062e-15,1.9016600469924325e-24
7.3e-11,-99.9999999817673,-1.82329784453062e-15,1.82329784453062e-15,1.9016600469924325e-24
7.4e-11,-99.9999999817673,-1.82329784453063e-15,1.82329784453063e-15,1.9016699077537478e-24
7.5e-11,-99.9999999817673,-1.82329784453063e-15,1.82329784453063e-15,1.9016699077537478e-24
7.6e-11,-99.9999999817673,-1.82329784453063e-15,1.82329784453063e-15,1.9016699077537478e-24
7.7e-11,-99.9999999817673,-1.82329784453063e-15,1.82329784453063e-15,1.9016699077537478e-24
7.8e-11,-99.9999999817673,-1.82329784453064e-15,1.82329784453064e-15,1.901679768515063e-24
7.9e-11,-99.9999999817673,-1.82329784453067e-15,1.82329784453067e-15,1.9017097452294614e-24
8e-11,-99.9999999817673,-1.82329784453644e-15,1.82329784453644e-15,1.9074798683207005e-24
8.1e-11,-99.9999999817673,-1.82329784532939e-15,1.82329784532939e-15,2.7004298340439254e-24
8.2e-11,-99.9999999817673,-1.82329793043281e-15,1.82329793043281e-15,8.780384987784535e-23
8.3e-11,-99.9999999817673,-1.82330506023438e-15,1.82330506023438e-15,7.217605420099774e-21
8.4e-11,-99.9999999817672,-1.8237714085731e-15,1.8237714085731e-15,4.735659441398271e-19
8.5e-11,-99.9999999817617,-1.80803764857301e-15,1.80803764857301e-15,1.5260194055950177e-17
8.6e-11,-99.9999999815393,-1.84899967730231e-15,1.84899967730231e-15,2.5701834673349727e-17
8.7e-11,-99.9999999745581,-2.5447052885681e-15,2.5447052885681e-15,7.214074459391398e-16
8.8e-11,-99.9999998030813,-1.97039244957578e-14,1.97039244957578e-14,1.788062665312884e-14
8.9e-11,-99.9999965033011,-3.49671903414594e-13,3.49671903414594e-13,3.47848605571965e-13
9e-11,-99.9999467070568,-5.32928878067707e-12,5.32928878067707e-12,5.327465482834441e-12
9.1e-11,-99.99935670695,-6.43293039836335e-11,6.43293039836335e-11,6.432748068579088e-11
9.2e-11,-99.9938601978981,-6.13980201273924e-10,6.13980201273924e-10,6.139783779760814e-10
9.3e-11,-99.9535262169783,-4.64737831149924e-09,4.64737831149924e-09,4.647376488201397e-09
9.4e-11,-99.7199173725932,-2.8008262747229e-08,2.8008262747229e-08,2.8008260923931156e-08
9.5e-11,-98.6497319254341,-1.3502680746009e-07,1.3502680746009e-07,1.3502680563679216e-07
9.6e-11,-94.7656276697025,-5.2343723302659e-07,5.2343723302659e-07,5.234372312032921e-07
9.62e-11,-93.7858188277672,-6.21418117190628e-07,6.21418117190628e-07,6.214181153673302e-07
9.64e-11,-92.5618852597455,-7.43811474059222e-07,7.43811474059222e-07,7.438114722359242e-07
9.66e-11,-91.0475932376951,-8.95240676176848e-07,8.95240676176848e-07,8.952406743535501e-07
9.68e-11,-89.1918674765097,-1.08081325238942e-06,1.08081325238942e-06,1.080813250566122e-06
9.7e-11,-86.9393671058807,-1.30606328932686e-06,1.30606328932686e-06,1.3060632875035621e-06
9.72e-11,-84.2314753184084,-1.57685246821384e-06,1.57685246821384e-06,1.5768524663905422e-06
9.74e-11,-81.0078257492084,-1.89921742505975e-06,1.89921742505975e-06,1.8992174232364522e-06
9.76e-11,-77.2085410095975,-2.27914589904437e-06,2.27914589904437e-06,2.2791458972210725e-06
9.78e-11,-72.7774539318473,-2.72225460677205e-06,2.72225460677205e-06,2.722254604948752e-06
9.8e-11,-67.6667584486642,-3.23332415506624e-06,3.23332415506624e-06,3.2333241532429425e-06
9.82e-11,-61.8438672640863,-3.8156132736487e-06,3.8156132736487e-06,3.815613271825402e-06
9.84e-11,-55.3018701157258,-4.46981298836163e-06,4.46981298836163e-06,4.469812986538332e-06
9.86e-11,-48.0760996369698,-5.192390036295e-06,5.192390036295e-06,5.192390034471702e-06
9.88e-11,-40.2710766814597,-5.97289233183866e-06,5.97289233183866e-06,5.9728923300153626e-06
9.9e-11,-32.1035983597837,-6.78964016406964e-06,6.78964016406964e-06,6.7896401622463426e-06
9.92e-11,-23.9622233740814,-7.60377766256673e-06,7.60377766256673e-06,7.603777660743432e-06
9.94e-11,-16.4464216887895,-8.35535783113402e-06,8.35535783113402e-06,8.355357829310723e-06
9.95e-11,-13.003625452035,-8.69963745481766e-06,8.69963745481766e-06,8.699637452994362e-06
9.97e-11,-7.7261766635024,-9.22738233365041e-06,9.22738233365041e-06,9.227382331827112e-06
9.99e-11,-4.21751274033202,-9.57824872596308e-06,9.57824872596308e-06,9.578248724139782e-06
1e-10,-2.90516244439356,-9.70948375555999e-06,9.70948375555999e-06,9.709483753736692e-06
1.002e-10,-1.40236174505017,-9.85976382549508e-06,9.85976382549508e-06,9.859763823671782e-06
1.004e-10,-0.56781432548305,-9.94321856736659e-06,9.94321856736659e-06,9.943218565543293e-06
1.005e-10,-0.272483805184602,-9.97275161948335e-06,9.97275161948335e-06,9.972751617660052e-06
1.007e-10,0.0659457259206118,-1.00065945725919e-05,1.00065945725919e-05,1.0006594570768602e-05
1.009e-10,0.266647536779587,-1.00266647536778e-05,1.00266647536778e-05,1.0026664751854503e-05
1.01e-10,0.342040127582566,-1.00342040127584e-05,1.00342040127584e-05,1.0034204010935103e-05
1.012e-10,0.440628429289854,-1.00440628429284e-05,1.00440628429284e-05,1.0044062841105103e-05
1.014e-10,0.509513829852028,-1.00509513829849e-05,1.00509513829849e-05,1.0050951381161603e-05
1.016e-10,0.559579046450073,-1.00559579046427e-05,1.00559579046427e-05,1.0055957902819402e-05
1.018e-10,0.595922014846779,-1.00595922014135e-05,1.00595922014135e-05,1.0059592199590203e-05
1.02e-10,0.621543877808942,-1.0062154387388e-05,1.0062154387388e-05,1.0062154385564702e-05
1.03e-10,0.663227981053951,-1.00663227974676e-05,1.00663227974676e-05,1.0066322795644303e-05
1.04e-10,0.675035601647859,-1.00675035601649e-05,1.00675035601649e-05,1.0067503558341603e-05
1.05e-10,0.677659061337586,-1.00677658877498e-05,1.00677658877498e-05,1.0067765885926503e-05
1.06e-10,0.677495521568231,-1.00677495521327e-05,1.00677495521327e-05,1.0067749550309402e-05
1.07e-10,0.67664842908354,-1.00676648429083e-05,1.00676648429083e-05,1.0067664841085002e-05
1.08e-10,0.675765690230828,-1.00675765690231e-05,1.00675765690231e-05,1.0067576567199802e-05
1.082e-10,0.675592499506637,-1.00675592499418e-05,1.00675592499418e-05,1.0067559248118503e-05
1.0848e-10,0.675361988390402,-1.00675361988279e-05,1.00675361988279e-05,1.0067536197004602e-05
1.08872e-10,0.675061736290017,-1.00675061734967e-05,1.00675061734967e-05,1.0067506171673402e-05
1.094208e-10,0.674679275694563,-1.00674679261163e-05,1.00674679261163e-05,1.0067467924293002e-05
1.1018912e-10,0.674205567749962,-1.00674205424558e-05,1.00674205424558e-05,1.0067420540632501e-05
1.11264768e-10,0.673637506493818,-1.00673636367688e-05,1.00673636367688e-05,1.0067363634945503e-05
1.127706752e-10,0.672975791224596,-1.00672969201655e-05,1.00672969201655e-05,1.0067296918342202e-05
1.1487894528e-10,0.672213725780827,-1.00672213725782e-05,1.00672213725782e-05,1.0067221370754903e-05
1.17830523392e-10,0.67131559501334,-1.00671315595008e-05,1.00671315595008e-05,1.0067131557677502e-05
1.219627327488e-10,0.670192527653135,-1.00670192527635e-05,1.00670192527635e-05,1.0067019250940203e-05
1.2774782584832e-10,0.668692410206976,-1.00668692410179e-05,1.00668692410179e-05,1.0066869239194602e-05
1.35846956187648e-10,0.666627620717993,-1.00666627620693e-05,1.00666627620693e-05,1.0066662760246003e-05
1.47185738662707e-10,0.663833841350556,-1.00663833841338e-05,1.00663833841338e-05,1.0066383382310502e-05
1.6306003412779e-10,0.660201490549447,-1.00660201490547e-05,1.00660201490547e-05,1.0066020147231402e-05
1.8306003412779e-10,0.656068680002915,-1.00656068680002e-05,1.00656068680002e-05,1.0065606866176902e-05
2e-10,0.652822618538786,-1.00652822618539e-05,1.00652822618539e-05,1.0065282260030603e-05
2.2e-10,0.649341296246948,-1.00649340826872e-05,1.00649340826872e-05,1.0064934080863902e-05
2.4e-10,0.646130471480511,-1.0064613047148e-05,1.0064613047148e-05,1.0064613045324702e-05
2.6e-10,0.643139696493717,-1.00643139423321e-05,1.00643139423321e-05,1.0064313940508803e-05
2.8e-10,0.64032908353448,-1.00640329083535e-05,1.00640329083535e-05,1.0064032906530203e-05
3e-10,0.637667651373316,-1.00637667609918e-05,1.00637667609918e-05,1.0063766759168502e-05
3.2e-10,0.635131211104257,-1.006351296236e-05,1.006351296236e-05,1.0063512960536703e-05
3.4e-10,0.63270062582197,-1.00632700617072e-05,1.00632700617072e-05,1.0063270059883902e-05
3.6e-10,0.630360523527036,-1.00630360176665e-05,1.00630360176665e-05,1.0063036015843203e-05
3.8e-10,0.628098372198453,-1.00628098369931e-05,1.00628098369931e-05,1.0062809835169803e-05
4e-10,0.625903813126416,-1.00625903721004e-05,1.00625903721004e-05,1.0062590370277102e-05
4.2e-10,0.623768173872103,-1.00623768173193e-05,1.00623768173193e-05,1.0062376815496003e-05
4.4e-10,0.621684109500845,-1.00621684081397e-05,1.00621684081397e-05,1.0062168406316401e-05
4.6e-10,0.619645330712378,-1.00619645330486e-05,1.00619645330486e-05,1.0061964531225303e-05
4.8e-10,0.617646398537902,-1.00617646389065e-05,1.00617646389065e-05,1.0061764637083203e-05
5e-10,0.615682564613341,-1.00615682564532e-05,1.00615682564532e-05,1.0061568254629903e-05
5.2e-10,0.61374964688586,-1.00613749643466e-05,1.00613749643466e-05,1.0061374962523302e-05
5.4e-10,0.611843931219774,-1.00611843931189e-05,1.00611843931189e-05,1.0061184391295602e-05
5.6e-10,0.609962091771012,-1.00609962090485e-05,1.00609962090485e-05,1.0060996207225203e-05
5.8e-10,0.608101127678303,-1.00608101127667e-05,1.00608101127667e-05,1.0060810110943402e-05
6e-10,0.606258310643884,-1.00606258310155e-05,1.00606258310155e-05,1.0060625829192202e-05
6.2e-10,0.604431142095201,-1.00604431142091e-05,1.00604431142091e-05,1.0060443112385802e-05
6.4e-10,0.602617317308055,-1.00602617317127e-05,1.00602617317127e-05,1.0060261729889403e-05
6.6e-10,0.600814695736917,-1.00600814695736e-05,1.00600814695736e-05,1.0060081467750303e-05
6.8e-10,0.599021274933299,-1.00599021274872e-05,1.00599021274872e-05,1.0059902125663903e-05
7e-10,0.597235169131393,-1.00597235169131e-05,1.00597235169131e-05,1.0059723515089803e-05
7.2e-10,0.595454590345343,-1.00595454590329e-05,1.00595454590329e-05,1.0059545457209602e-05
7.4e-10,0.593677832121705,-1.00593677832121e-05,1.00593677832121e-05,1.0059367781388802e-05
7.6e-10,0.591903254863707,-1.00591903254861e-05,1.00591903254861e-05,1.0059190323662802e-05
7.8e-10,0.590129273059823,-1.00590129273059e-05,1.00590129273059e-05,1.0059012925482602e-05
8e-10,0.588354343905807,-1.00588354343906e-05,1.00588354343906e-05,1.0058835432567302e-05
8.2e-10,0.586576956124763,-1.00586576956125e-05,1.00586576956125e-05,1.0058657693789201e-05
8.4e-10,0.584795621340757,-1.00584795621337e-05,1.00584795621337e-05,1.0058479560310402e-05
8.6e-10,0.583008864645566,-1.00583008864645e-05,1.00583008864645e-05,1.0058300884641202e-05
8.8e-10,0.581215215951835,-1.00581215215943e-05,1.00581215215943e-05,1.0058121519771003e-05
9.00000000000001e-10,0.57941320182782,-1.00579413201827e-05,1.00579413201827e-05,1.0057941318359403e-05
9.20000000000001e-10,0.577601338226229,-1.00577601338212e-05,1.00577601338212e-05,1.0057760131997902e-05
9.4e-10,0.575778121075704,-1.00575778121075e-05,1.00575778121075e-05,1.0057577810284203e-05
9.6e-10,0.573942020445026,-1.00573942020425e-05,1.00573942020425e-05,1.0057394200219202e-05
9.8e-10,0.572091472368351,-1.00572091472368e-05,1.00572091472368e-05,1.0057209145413502e-05
1e-09,0.57022487078484,-1.00570224870759e-05,1.00570224870759e-05,1.0057022485252603e-05
1.02e-09,0.56834055937337,-1.00568340559372e-05,1.00568340559372e-05,1.0056834054113902e-05
1.04e-09,0.566436823198276,-1.00566436823165e-05,1.00566436823165e-05,1.0056643680493202e-05
1.06e-09,0.564511879366159,-1.00564511879365e-05,1.00564511879365e-05,1.0056451186113202e-05
1.08e-09,0.562563869899475,-1.00562563869858e-05,1.00562563869858e-05,1.0056256385162502e-05
1.1e-09,0.560590850093228,-1.00560590850092e-05,1.00560590850092e-05,1.0056059083185903e-05
1.12e-09,0.558590778692561,-1.00558590778641e-05,1.00558590778641e-05,1.0055859076040802e-05
1.14e-09,0.556561506217287,-1.00556561506216e-05,1.00556561506216e-05,1.0055656148798302e-05
1.16e-09,0.554500763672778,-1.00554500763609e-05,1.00554500763609e-05,1.0055450074537602e-05
1.18e-09,0.552406149835157,-1.00552406149834e-05,1.00552406149834e-05,1.0055240613160102e-05
1.2e-09,0.550275116653087,-1.00550275116573e-05,1.00550275116573e-05,1.0055027509834003e-05
1.22e-09,0.548104954188039,-1.00548104954185e-05,1.00548104954185e-05,1.0054810493595202e-05
1.24e-09,0.545892772899184,-1.00545892772798e-05,1.00545892772798e-05,1.0054589275456502e-05
1.26e-09,0.543635488362543,-1.0054363548836e-05,1.0054363548836e-05,1.0054363547012702e-05
1.28e-09,0.541329799804676,-1.00541329799676e-05,1.00541329799676e-05,1.0054132978144303e-05
1.3e-09,0.538972169088924,-1.00538972169085e-05,1.00538972169085e-05,1.0053897215085202e-05
1.32e-09,0.536558797112291,-1.00536558796946e-05,1.00536558796946e-05,1.0053655877871303e-05
1.34e-09,0.534085599382762,-1.00534085599379e-05,1.00534085599379e-05,1.0053408558114603e-05
1.36e-09,0.531548179433186,-1.00531548179218e-05,1.00531548179218e-05,1.0053154816098502e-05
1.38e-09,0.528941798558702,-1.00528941798552e-05,1.00528941798552e-05,1.0052894178031902e-05
1.4e-09,0.526261344373978,-1.00526261344089e-05,1.00526261344089e-05,1.0052626132585602e-05
1.42e-09,0.523501296940947,-1.00523501296933e-05,1.00523501296933e-05,1.0052350127870002e-05
1.44e-09,0.520655693715198,-1.00520655693335e-05,1.00520655693335e-05,1.0052065567510202e-05
1.46e-09,0.51771809318033,-1.00517718093169e-05,1.00517718093169e-05,1.0051771807493602e-05
1.48e-09,0.514681535155905,-1.00514681534639e-05,1.00514681534639e-05,1.0051468151640603e-05
1.5e-09,0.511538501841033,-1.00511538501825e-05,1.00511538501825e-05,1.0051153848359202e-05
1.52e-09,0.508280879174825,-1.00508280878457e-05,1.00508280878457e-05,1.0050828086022401e-05
1.54e-09,0.504899919984896,-1.00504899919961e-05,1.00504899919961e-05,1.0050489990172802e-05
1.56e-09,0.501386210148377,-1.0050138620912e-05,1.0050138620912e-05,1.0050138619088703e-05
1.58e-09,0.497729641724613,-1.00497729641689e-05,1.00497729641689e-05,1.0049772962345602e-05
1.6e-09,0.49391939470255,-1.00493919393164e-05,1.00493919393164e-05,1.0049391937493103e-05
1.62e-09,0.489943929704391,-1.00489943929648e-05,1.00489943929648e-05,1.0048994391141502e-05
1.64e-09,0.48579099840681,-1.00485790995991e-05,1.00485790995991e-05,1.0048579097775803e-05
1.66e-09,0.481447675655507,-1.00481447675563e-05,1.00481447675563e-05,1.0048144765733002e-05
1.68e-09,0.476900418689019,-1.00476900418689e-05,1.00476900418689e-05,1.0047690040045602e-05
1.7e-09,0.472135158961625,-1.00472135158806e-05,1.00472135158806e-05,1.0047213514057302e-05
1.72e-09,0.46713743188902,-1.00467137431889e-05,1.00467137431889e-05,1.0046713741365603e-05
1.74e-09,0.461892548391775,-1.00461892548127e-05,1.00461892548127e-05,1.0046189252989402e-05
1.76e-09,0.45638581000255,-1.00456385810002e-05,1.00456385810002e-05,1.0045638579176902e-05
1.78e-09,0.450602765712266,-1.00450602765271e-05,1.00450602765271e-05,1.0045060274703802e-05
1.8e-09,0.444529504001546,-1.00444529504001e-05,1.00444529504001e-05,1.0044452948576802e-05
1.82e-09,0.438152967306344,-1.00438152966607e-05,1.00438152966607e-05,1.0043815294837403e-05
1.84e-09,0.431461269782292,-1.00431461269782e-05,1.00431461269782e-05,1.0043146125154903e-05
1.86e-09,0.424443993352021,-1.00424443992321e-05,1.00424443992321e-05,1.0042444397408802e-05
1.88e-09,0.417092433029821,-1.0041709243303e-05,1.0041709243303e-05,1.0041709241479702e-05
1.9e-09,0.409399763071055,-1.00409399761682e-05,1.00409399761682e-05,1.0040939974344902e-05
1.92e-09,0.40136110091644,-1.00401361100917e-05,1.00401361100917e-05,1.0040136108268403e-05
1.94e-09,0.39297345763147,-1.00392973455933e-05,1.00392973455933e-05,1.0039297343770003e-05
1.96e-09,0.384235578610381,-1.00384235578611e-05,1.00384235578611e-05,1.0038423556037802e-05
1.98e-09,0.375147696340696,-1.00375147696341e-05,1.00375147696341e-05,1.0037514767810803e-05
2e-09,0.365711228986806,-1.00365711228987e-05,1.00365711228987e-05,1.0036571121075402e-05
2.02e-09,0.355928464736532,-1.00355928464736e-05,1.00355928464736e-05,1.0035592844650302e-05
2.04e-09,0.345802267209853,-1.0034580226721e-05,1.0034580226721e-05,1.0034580224897702e-05
2.06e-09,0.335335825283759,-1.00335335825284e-05,1.00335335825284e-05,1.0033533580705102e-05
2.08e-09,0.324532455219368,-1.00324532455219e-05,1.00324532455219e-05,1.0032453243698603e-05
2.1e-09,0.31339545038435,-1.00313395450384e-05,1.00313395450384e-05,1.0031339543215102e-05
2.12e-09,0.301927968495483,-1.00301927968495e-05,1.00301927968495e-05,1.0030192795026202e-05
2.15e-09,0.284201488263344,-1.00284201488263e-05,1.00284201488263e-05,1.0028420147003002e-05
2.195e-09,0.256415298787858,-1.00256415298788e-05,1.00256415298788e-05,1.0025641528055503e-05
2.2625e-09,0.212047326683605,-1.00212047326682e-05,1.00212047326682e-05,1.0021204730844902e-05
2.36375e-09,0.139579484822941,-1.00139579484823e-05,1.00139579484823e-05,1.0013957946659003e-05
2.515625e-09,0.018014622847141,-1.00018014622847e-05,1.00018014622847e-05,1.0001801460461402e-05
2.7434375e-09,-0.192104201366877,-9.98078957986329e-06,9.98078957986329e-06,9.980789578039992e-06
3.08515625e-09,-0.567107454101066,-9.94328925458987e-06,9.94328925458987e-06,9.943289252766573e-06
3.597734375e-09,-1.25983537800273,-9.87401646219972e-06,9.87401646219972e-06,9.874016460376423e-06
4.3666015625e-09,-2.59564173358955,-9.74043582664104e-06,9.74043582664104e-06,9.740435824817743e-06
5.3666015625e-09,-4.96722742782814,-9.50327725721719e-06,9.50327725721719e-06,9.503277255393893e-06
6.3666015625e-09,-8.36419730159206,-9.1635802698408e-06,9.1635802698408e-06,9.163580268017503e-06
7.3666015625e-09,-13.1351383464489,-8.6864861653551e-06,8.6864861653551e-06,8.686486163531802e-06
8.3666015625e-09,-20.0574767612999,-7.99425232387001e-06,7.99425232387001e-06,7.994252322046712e-06
9.3666015625e-09,-37.2159098287363,-6.27840901712636e-06,6.27840901712636e-06,6.2784090153030625e-06
1e-08,-86.9704440017318,-1.30295559982682e-06,1.30295559982682e-06,1.302955598003522e-06
1.1e-08,-98.6287513048302,-1.37124869516995e-07,1.37124869516995e-07,1.3712486769369717e-07
1.2e-08,-99.8673699896035,-1.32630010396526e-08,1.32630010396526e-08,1.3262999216354758e-08
1.3e-08,-99.9874648125958,-1.25351874042713e-09,1.25351874042713e-09,1.2535169171292874e-09
1.4e-08,-99.9988217259915,-1.17827400848356e-10,1.17827400848356e-10,1.1782557755051335e-10
1.5e-08,-99.9998893535013,-1.10646498552494e-11,1.10646498552494e-11,1.106282655740677e-11
1.6e-08,-99.9999895967457,-1.04032542947673e-12,1.04032542947673e-12,1.038502131634101e-12
1.7e-08,-99.9999990069225,-9.93077419826412e-14,9.93077419826412e-14,9.748444414001223e-14
1.8e-08,-99.9999998902583,-1.09741666802345e-14,1.09741666802345e-14,9.150868837605541e-15
1.9e-08,-99.9999999731772,-2.68227041015461e-15,2.68227041015461e-15,8.5897256752565e-16
2e-08,-99.9999999809607,-1.90393919820144e-15,1.90393919820144e-15,8.064135557247973e-17
2.1e-08,-99.9999999816913,-1.83086980197777e-15,1.83086980197777e-15,7.571959348809803e-18
2.2e-08,-99.99999998176,-1.82401049963351e-15,1.82401049963351e-15,7.126570045498742e-19
2.3e-08,-99.9999999817664,-1.82336465594527e-15,1.82336465594527e-15,6.681331630991319e-20
