time_s,collector_inner_voltage_v,collector_total_current_a_um,tmax_k
1.016e-10,2500.0,3.0118912723e-05,300.049936363
1.018e-10,2500.0,1.93016657146e-05,300.049817162
1.02e-10,2500.0,1.21983592159e-05,300.049688871
1.022e-10,2500.0,7.81258424609e-06,300.049557186
1.0248e-10,2500.0,4.68087599681e-06,300.049371615
1.02872e-10,2500.0,2.83658953841e-06,300.049113872
1.034208e-10,2500.0,1.93838206916e-06,300.048759819
1.0418912e-10,2500.0,1.55693440681e-06,300.048278423
1.05264768e-10,2500.0,1.39574367413e-06,300.047631425
1.067706752e-10,2500.0,1.31233247795e-06,300.046774249
1.0887894528e-10,2500.0,1.25116251113e-06,300.045658871
1.11830523392e-10,2500.0,1.19993218102e-06,300.044239321
1.15962732749e-10,2500.0,1.15896934689e-06,300.048924466
1.21747825848e-10,2500.0,1.12761884925e-06,300.061181585
1.29846956188e-10,2500.0,1.10975103166e-06,300.072575207
1.41185738663e-10,2500.0,1.10803840838e-06,300.078924899
1.57060034128e-10,2500.0,1.11212606704e-06,300.0779855
1.79284047779e-10,2500.0,1.110252868e-06,300.07076631
2.1039766689e-10,2500.0,1.10533838353e-06,300.060361015
2.53956733647e-10,2500.0,1.10377064434e-06,300.049795214
3.14939427105e-10,2500.0,1.10695333097e-06,300.040508598
4e-10,2500.0,1.12008508455e-06,300.032805529
4.1e-10,2500.0,1.12138769568e-06,300.031972078
4.24e-10,2500.0,1.12348345596e-06,300.030908189
4.436e-10,2500.0,1.12687933299e-06,300.029583547
4.7104e-10,2500.0,1.13218280978e-06,300.027985519
5.09456e-10,2500.0,1.14029405539e-06,300.026238945
5.632384e-10,2500.0,1.15255577747e-06,300.024325715
6.3853376e-10,2500.0,1.17101339873e-06,300.022471891
7.43947264e-10,2500.0,1.19898001027e-06,300.020300932
8.915261696e-10,2500.0,1.24237112181e-06,300.017848567
1.09813663744e-09,2500.0,1.31213885693e-06,300.017505224
1.38739129242e-09,2500.0,1.42609958378e-06,300.017015672
1.79234780938e-09,2500.0,1.61185493145e-06,300.01603941
2.35928693314e-09,2500.0,1.90047158746e-06,300.014589386
3.15300170639e-09,2500.0,2.29643006475e-06,300.012795573
4.26420238895e-09,2500.0,2.84876848635e-06,300.010802949
5.81988334452e-09,2500.0,3.84058296904e-06,300.017585878
7.99783668233e-09,2500.0,5.88205617336e-06,300.029431704
1e-08,2500.0,8.35931574058e-06,300.047694981
1.001e-08,2500.0,8.37142311076e-06,300.047788062
1.0024e-08,2500.0,8.38850468188e-06,300.047918652
1.00436e-08,2500.0,8.41249998463e-06,300.04810202
1.007104e-08,2500.0,8.44621872599e-06,300.048360444
1.0109456e-08,2500.0,8.49365654716e-06,300.04872478
1.01632384e-08,2500.0,8.56050397945e-06,300.049239042
1.023853376e-08,2500.0,8.65490005283e-06,300.049967287
1.0343947264e-08,2500.0,8.78856233355e-06,300.051003217
1.04915261696e-08,2500.0,8.97852582141e-06,300.05248627
1.06981366374e-08,2500.0,9.24997096725e-06,300.054635962
1.09873912924e-08,2500.0,9.64109519983e-06,300.057780625
1.13923478094e-08,2500.0,1.02107584177e-05,300.062469251
1.19592869331e-08,2500.0,1.10485855699e-05,300.069636322
1.27530017064e-08,2500.0,1.22881640134e-05,300.080948426
1.38642023889e-08,2500.0,1.41345364391e-05,300.09950591
1.54198833445e-08,2500.0,1.68966897065e-05,300.13115307
1.75978366823e-08,2500.0,2.11571705872e-05,300.187847966
1.91224040188e-08,2500.0,2.43144270042e-05,300.2339535
2.12567982899e-08,2500.0,2.92078365663e-05,300.312629348
2.27508742796e-08,2500.0,3.28015064958e-05,300.374668228
2.37967274724e-08,2500.0,3.53834469443e-05,300.455500614
2.52609219423e-08,2500.0,3.92197011748e-05,300.675625835
2.73107942003e-08,2500.0,4.50764277343e-05,301.200566634
2.87457047808e-08,2500.0,4.94903591435e-05,301.850991234
3.07545795936e-08,2500.0,5.65862430769e-05,302.841652944
3.35670043314e-08,2500.0,6.85723663866e-05,304.289396952
3.45513529897e-08,2500.0,7.28128300344e-05,304.81902975
3.59294411112e-08,2500.0,7.94216975354e-05,305.603175971
3.68941027963e-08,2500.0,8.42061474917e-05,306.175658159
3.75693659759e-08,2500.0,8.76284601571e-05,306.58839012
3.85147344273e-08,2500.0,9.27074583288e-05,307.191954658
3.98382502592e-08,2500.0,0.000100234153636,308.089183171
4e-08,2500.0,0.000100974328575,308.198626427
4.001e-08,2500.0,0.000101010296789,308.20539621
4.0024e-08,2500.0,0.000101065687974,308.214882157
4.00436e-08,2500.0,0.000101148254431,308.228148697
4.007104e-08,2500.0,0.000101268295601,308.246629885
4.0109456e-08,2500.0,0.000101439976407,308.272307191
4.01632384e-08,2500.0,0.000101683517071,308.308045828
4.023853376e-08,2500.0,0.000102029436426,308.357989091
4.0343947264e-08,2500.0,0.000102528948497,308.428037235
4.04915261696e-08,2500.0,0.000103266418322,308.526839363
4.06981366374e-08,2500.0,0.000104345533645,308.666882388
4.09873912924e-08,2500.0,0.000105862635168,308.86503722
4.13923478094e-08,2500.0,0.000107943059003,309.144310827
4.19592869331e-08,2500.0,0.000110793749356,309.537574911
4.27530017064e-08,2500.0,0.000114664140825,310.090727676
4.38642023889e-08,2500.0,0.000119647182707,310.859598373
4.54198833445e-08,2500.0,0.000124734031358,311.867585751
4.75978366823e-08,2500.0,0.000125585236601,312.948109127
5e-08,2500.0,0.000120590777397,313.686521634
5.001e-08,2500.0,0.000120562046176,313.689591672
5.0024e-08,2500.0,0.000120522745276,313.69388725
5.00436e-08,2500.0,0.000120468559683,313.699880097
5.007104e-08,2500.0,0.000120393666818,313.708173503
5.0109456e-08,2500.0,0.000120290008373,313.719540613
5.01632384e-08,2500.0,0.0001201462585,313.735043898
5.023853376e-08,2500.0,0.000119945911667,313.756160929
5.0343947264e-08,2500.0,0.000119664199014,313.784786302
5.04915261696e-08,2500.0,0.000119263903742,313.823180566
5.06981366374e-08,2500.0,0.000118689914938,313.873884311
5.09873912924e-08,2500.0,0.00011786260057,313.939423522
5.13923478094e-08,2500.0,0.000116670052617,314.021674234
5.19592869331e-08,2500.0,0.000114957472558,314.120728457
5.27530017064e-08,2500.0,0.000112512653437,314.232978622
5.38642023889e-08,2500.0,0.000109053016678,314.348256362
5.54198833445e-08,2500.0,0.000104222113921,314.446241902
5.75978366823e-08,2500.0,9.75954722239e-05,314.503689992
6e-08,2500.0,9.05136704723e-05,314.489899496
