time_s,collector_inner_voltage_v,collector_total_current_a_um,tmax_k
1.007104e-08,2500.0,7.63273134633e-06,324.669455507
1.0109456e-08,2500.0,7.67487668669e-06,324.669743815
1.01632384e-08,2500.0,7.734275084e-06,324.670151358
1.023853376e-08,2500.0,7.81817395007e-06,324.670729634
1.0343947264e-08,2500.0,7.93702347824e-06,324.671554478
1.04915261696e-08,2500.0,8.10602505468e-06,324.672739537
1.06981366374e-08,2500.0,8.34752316405e-06,324.674458969
1.09873912924e-08,2500.0,8.69504648402e-06,324.676987159
1.13923478094e-08,2500.0,9.20084460466e-06,324.680771712
1.19592869331e-08,2500.0,9.94643157874e-06,324.686575505
1.27530017064e-08,2500.0,1.10527506034e-05,324.695756464
1.38642023889e-08,2500.0,1.27054673951e-05,324.710798545
1.54198833445e-08,2500.0,1.51769205229e-05,324.73620303
1.75978366823e-08,2500.0,1.89698295464e-05,324.780451661
1.91224040188e-08,2500.0,2.17770642205e-05,324.815666676
2.01896011543e-08,2500.0,2.38174811838e-05,324.842405552
2.16836771441e-08,2500.0,2.68711795039e-05,324.884630499
2.37753835297e-08,2500.0,3.15692558378e-05,324.951786551
2.52395779996e-08,2500.0,3.49809474135e-05,325.001909416
2.72894502576e-08,2500.0,4.0170003662e-05,325.076464778
2.87243608381e-08,2500.0,4.39278808484e-05,325.129633786
2.97287982445e-08,2500.0,4.67473198867e-05,325.167407918
3.11350106134e-08,2500.0,5.10687869765e-05,325.221531613
3.31037079299e-08,2500.0,5.78856071388e-05,325.300332987
3.5859884173e-08,2500.0,6.9282344466e-05,325.414172833
3.68245458581e-08,2500.0,7.3288487657e-05,325.453346827
3.74998090377e-08,2500.0,7.62199740573e-05,325.480411711
3.84451774891e-08,2500.0,8.05830366042e-05,325.519242582
3.9768693321e-08,2500.0,8.71145044096e-05,325.573091658
4e-08,2500.0,8.81040663347e-05,325.582389894
4.001e-08,2500.0,8.81353695554e-05,325.582791633
4.0024e-08,2500.0,8.81858105682e-05,325.583353537
4.00436e-08,2500.0,8.82623017681e-05,325.584139126
4.007104e-08,2500.0,8.83745549653e-05,325.585236835
4.0109456e-08,2500.0,8.85365830904e-05,325.586769614
4.01632384e-08,2500.0,8.87696430405e-05,325.588908146
4.023853376e-08,2500.0,8.91082866427e-05,325.591889347
4.0343947264e-08,2500.0,8.96091666683e-05,325.59604338
4.04915261696e-08,2500.0,9.03503638579e-05,325.601833158
4.06981366374e-08,2500.0,9.1402544977e-05,325.609899057
4.09873912924e-08,2500.0,9.2837529298e-05,325.621092578
4.13923478094e-08,2500.0,9.48092568221e-05,325.636520475
4.19592869331e-08,2500.0,9.75728803184e-05,325.657618416
4.27530017064e-08,2500.0,0.00010143570098,325.686197992
4.38642023889e-08,2500.0,0.000106687454209,325.725515948
4.54198833445e-08,2500.0,0.00011315395556,325.77788651
4.75978366823e-08,2500.0,0.00011764974156,325.852122253
5e-08,2500.0,0.000114934883265,325.95019323
5.001e-08,2500.0,0.000114910482899,325.950601722
5.0024e-08,2500.0,0.00011487689652,325.95117403
5.00436e-08,2500.0,0.000114830273751,325.951976038
5.007104e-08,2500.0,0.000114765361591,325.953100343
5.0109456e-08,2500.0,0.000114674922656,325.954677415
5.01632384e-08,2500.0,0.000114548942813,325.95689193
5.023853376e-08,2500.0,0.000114372789154,325.960007463
5.0343947264e-08,2500.0,0.000114123721161,325.964405641
5.04915261696e-08,2500.0,0.000113765965623,325.97065265
5.06981366374e-08,2500.0,0.000113244584451,325.979619331
5.09873912924e-08,2500.0,0.000112478967959,325.992691946
5.13923478094e-08,2500.0,0.000111355983222,326.012068685
5.19592869331e-08,2500.0,0.00010971817327,326.040991465
5.27530017064e-08,2500.0,0.000107344722266,326.084256506
5.38642023889e-08,2500.0,0.000103936329037,326.146693454
5.54198833445e-08,2500.0,9.9117683237e-05,326.232034803
5.75978366823e-08,2500.0,9.24556209598e-05,326.343687191
6e-08,2500.0,8.53168579547e-05,326.456434834
