time_s,collector_inner_voltage_v,collector_total_current_a_um,tmax_k
1.004e-10,2500.0,1.38547443981e-06,300.032145538
1.006e-10,2500.0,1.37449952035e-06,300.032374337
1.008e-10,2500.0,1.36362564134e-06,300.032595742
1.01e-10,2500.0,1.35372719579e-06,300.032812827
1.012e-10,2500.0,1.34518451826e-06,300.033028255
1.014e-10,2500.0,1.33799092978e-06,300.035238352
1.016e-10,2500.0,1.33194421217e-06,300.038706887
1.018e-10,2500.0,1.3267782973e-06,300.04233178
1.02e-10,2500.0,1.32221098504e-06,300.046094889
1.022e-10,2500.0,1.31795468987e-06,300.049976531
1.0248e-10,2500.0,1.3126653538e-06,300.055593831
1.02872e-10,2500.0,1.30525945413e-06,300.063682318
1.034208e-10,2500.0,1.29405408045e-06,300.075112119
1.0418912e-10,2500.0,1.28038111787e-06,300.090636743
1.05264768e-10,2500.0,1.26732052173e-06,300.110477793
1.067706752e-10,2500.0,1.24948545869e-06,300.134096441
1.0887894528e-10,2500.0,1.22726552218e-06,300.160238665
1.11830523392e-10,2500.0,1.20087513388e-06,300.186835333
1.15962732749e-10,2500.0,1.17317334517e-06,300.215810369
1.21747825848e-10,2500.0,1.14893664059e-06,300.248038449
1.29846956188e-10,2500.0,1.1357336847e-06,300.274762331
1.41185738663e-10,2500.0,1.13315392196e-06,300.292781183
1.57060034128e-10,2500.0,1.1297224775e-06,300.300031771
1.79284047779e-10,2500.0,1.11894819719e-06,300.296420389
2.1039766689e-10,2500.0,1.10784099358e-06,300.293305672
2.53956733647e-10,2500.0,1.10454839036e-06,300.278737929
3.14939427105e-10,2500.0,1.1109679088e-06,300.302395272
4e-10,2500.0,1.12694679165e-06,300.338874628
4.1e-10,2500.0,1.12768866343e-06,300.342776625
4.24e-10,2500.0,1.12974149035e-06,300.34757228
4.436e-10,2500.0,1.13330514539e-06,300.353199981
4.7104e-10,2500.0,1.13889386172e-06,300.359450739
5.09456e-10,2500.0,1.14739619135e-06,300.365997304
5.632384e-10,2500.0,1.16020482927e-06,300.373882702
6.3853376e-10,2500.0,1.17948275096e-06,300.381057642
7.43947264e-10,2500.0,1.20851599029e-06,300.385897878
8.915261696e-10,2500.0,1.25325842227e-06,300.398461807
1.09813663744e-09,2500.0,1.32516372149e-06,300.427158818
1.38739129242e-09,2500.0,1.44264148672e-06,300.447610564
1.79234780938e-09,2500.0,1.63467050312e-06,300.46531645
2.35928693314e-09,2500.0,1.9349463783e-06,300.478707602
3.15300170639e-09,2500.0,2.35296380537e-06,300.454209429
4.26420238895e-09,2500.0,2.94721219487e-06,300.435664633
5.81988334452e-09,2500.0,4.0252734016e-06,300.359390784
7.99783668233e-09,2500.0,6.26964913069e-06,300.289929689
1e-08,2500.0,9.0165438934e-06,300.314872338
1.001e-08,2500.0,9.02974024326e-06,300.314995614
1.0024e-08,2500.0,9.04854769711e-06,300.315165253
1.00436e-08,2500.0,9.07507129367e-06,300.315397296
1.007104e-08,2500.0,9.11241885701e-06,300.315712068
1.0109456e-08,2500.0,9.1650306139e-06,300.316134321
1.01632384e-08,2500.0,9.23924465036e-06,300.316692359
1.023853376e-08,2500.0,9.34414717309e-06,300.317415129
1.0343947264e-08,2500.0,9.49285855911e-06,300.318325708
1.04915261696e-08,2500.0,9.70449923912e-06,300.319429132
1.06981366374e-08,2500.0,1.00072123195e-05,300.320692653
1.09873912924e-08,2500.0,1.0443187275e-05,300.322018363
1.13923478094e-08,2500.0,1.10785013144e-05,300.323212186
1.19592869331e-08,2500.0,1.2017403286e-05,300.323960085
1.27530017064e-08,2500.0,1.3415710578e-05,300.323910868
1.38642023889e-08,2500.0,1.55180685265e-05,300.322623035
1.54198833445e-08,2500.0,1.87093190468e-05,300.319252359
1.75978366823e-08,2500.0,2.37474824393e-05,300.312756818
2.06469713553e-08,2500.0,3.24044968596e-05,300.347680496
2.49157598974e-08,2500.0,5.02375197454e-05,300.656230266
2.79039118768e-08,2500.0,6.67330771346e-05,300.952655149
3.20873246481e-08,2500.0,0.00010432938925,301.624258903
3.5015713588e-08,2500.0,0.000140659829308,302.26750456
3.91154581038e-08,2500.0,0.000223448821778,303.715835252
4e-08,2500.0,0.000242827048283,304.056035517
4.001e-08,2500.0,0.000243045879875,304.05988851
4.0024e-08,2500.0,0.000243352743695,304.065289626
4.00436e-08,2500.0,0.000243783295987,304.072864775
4.007104e-08,2500.0,0.000244387798346,304.083496674
4.0109456e-08,2500.0,0.000245237318153,304.098433825
4.01632384e-08,2500.0,0.000246432758447,304.119449266
4.023853376e-08,2500.0,0.000248118217989,304.149075187
4.0343947264e-08,2500.0,0.00025050118498,304.190956265
4.04915261696e-08,2500.0,0.000253883897821,304.250395035
4.06981366374e-08,2500.0,0.000258713568751,304.335220238
4.09873912924e-08,2500.0,0.000265665432354,304.457223683
4.13923478094e-08,2500.0,0.000275785187455,304.63464892
4.19592869331e-08,2500.0,0.00029074530504,304.896739565
4.27530017064e-08,2500.0,0.00031333646981,305.292599579
4.38642023889e-08,2500.0,0.000348486310468,305.909813208
4.54198833445e-08,2500.0,0.000405565698469,306.917293469
4.75978366823e-08,2500.0,0.000504142105354,308.676160867
5e-08,2500.0,0.000640554699336,311.149371375
5.001e-08,2500.0,0.000641119017774,311.159676354
5.0024e-08,2500.0,0.000641910080543,311.174121378
5.00436e-08,2500.0,0.000643019713601,311.194379811
5.007104e-08,2500.0,0.000644577101578,311.222811113
5.0109456e-08,2500.0,0.000646764632663,311.262751605
5.01632384e-08,2500.0,0.000649840827943,311.31893762
5.023853376e-08,2500.0,0.000654174114979,311.398129955
5.0343947264e-08,2500.0,0.00066029351507,311.510052356
5.04915261696e-08,2500.0,0.000668966450075,311.668835937
5.06981366374e-08,2500.0,0.000681321386903,311.895310606
5.09873912924e-08,2500.0,0.000699047428909,312.220776771
5.13923478094e-08,2500.0,0.000724732258109,312.693493156
5.19592869331e-08,2500.0,0.000762462486852,313.390436011
5.27530017064e-08,2500.0,0.000818952360396,314.440010003
5.38642023889e-08,2500.0,0.000905809558366,316.069144721
5.54198833445e-08,2500.0,0.00104443995634,318.708236763
5.75978366823e-08,2500.0,0.00127759302833,323.255349003
6e-08,2500.0,0.00159000611379,329.551431726
