time_s,collector_inner_voltage_v,collector_total_current_a_um,tmax_k
1.01632384e-08,2500.0,6.96877860447e-07,324.641305213
1.023853376e-08,2500.0,6.89901229851e-07,324.641338065
1.0343947264e-08,2500.0,6.80582363911e-07,324.641383531
1.04915261696e-08,2500.0,6.68301659356e-07,324.641446161
1.06981366374e-08,2500.0,6.52408269375e-07,324.641531826
1.09873912924e-08,2500.0,6.32333525427e-07,324.641647684
1.13923478094e-08,2500.0,6.07823850969e-07,324.641801591
1.19592869331e-08,2500.0,5.79382519368e-07,324.642000873
1.27530017064e-08,2500.0,5.48853807065e-07,324.642252322
1.38642023889e-08,2500.0,5.19754307347e-07,324.642569459
1.54198833445e-08,2500.0,4.97194933146e-07,324.642989908
1.75978366823e-08,2500.0,4.85144373404e-07,324.643579903
2.06469713553e-08,2500.0,4.81603860511e-07,324.644421506
2.49157598974e-08,2500.0,4.80937738166e-07,324.645605055
3.08920638563e-08,2500.0,4.7985605792e-07,324.64725816
3.92588893988e-08,2500.0,4.77992328761e-07,324.649561208
4e-08,2500.0,4.77821240097e-07,324.649765115
4.0001e-08,2500.0,3.36383103987e-06,324.649765391
4.00024e-08,2500.0,3.37544209377e-06,324.649765777
4.000436e-08,2500.0,3.38066406533e-06,324.64976632
4.0007104e-08,2500.0,3.38106378585e-06,324.649767084
4.00109456e-08,2500.0,3.37640735645e-06,324.649768159
4.001632384e-08,2500.0,3.36575613066e-06,324.649769676
4.0023853376e-08,2500.0,3.34767032712e-06,324.649771825
4.00343947264e-08,2500.0,3.32023705951e-06,324.64977488
4.0049152617e-08,2500.0,3.28019348467e-06,324.649779248
4.00698136637e-08,2500.0,3.2198977804e-06,324.649785538
4.00987391292e-08,2500.0,3.12392248538e-06,324.649794675
4.01392347809e-08,2500.0,2.96442962644e-06,324.649808078
4.01892347809e-08,2500.0,2.72362433468e-06,324.649825473
4.02392347809e-08,2500.0,2.44598944028e-06,324.649843613
4.02892347809e-08,2500.0,2.2012884084e-06,324.649862411
4.03142347809e-08,2500.0,2.09906174241e-06,324.649871964
4.03492347809e-08,2500.0,2.01089195915e-06,324.649885646
4.03982347809e-08,2500.0,1.94860999812e-06,324.649905425
4.04482347809e-08,2500.0,1.91811445003e-06,324.649926177
4.04982347809e-08,2500.0,1.90523325175e-06,324.649947496
4.05482347809e-08,2500.0,1.90279553845e-06,324.649969386
4.05982347809e-08,2500.0,1.90728941698e-06,324.649991858
4.06482347809e-08,2500.0,1.91675398975e-06,324.650014931
4.06982347809e-08,2500.0,1.92996635299e-06,324.650038645
4.07e-08,2500.0,1.93037109187e-06,324.650039483
4.071e-08,2500.0,2.94050640725e-06,324.650044273
4.0724e-08,2500.0,2.72706756446e-06,324.650051054
4.07436e-08,2500.0,2.48149087696e-06,324.650060687
4.077104e-08,2500.0,2.26449741445e-06,324.650074436
4.0809456e-08,2500.0,2.13561452959e-06,324.650094238
4.08632384e-08,2500.0,2.09613869432e-06,324.650123411
4.093853376e-08,2500.0,2.11192004281e-06,324.650169701
4.1043947264e-08,2500.0,2.16152138308e-06,324.650261968
4.11915261696e-08,2500.0,2.24364188221e-06,324.650516086
4.13981366374e-08,2500.0,2.37034566033e-06,324.651221499
4.16873912924e-08,2500.0,2.56361425586e-06,324.652597197
4.20923478094e-08,2500.0,2.85922744492e-06,324.654361021
4.25923478094e-08,2500.0,3.2364440807e-06,324.656069208
4.30923478094e-08,2500.0,3.60036816457e-06,324.657558129
4.35923478094e-08,2500.0,3.93247350388e-06,324.659037323
4.38423478094e-08,2500.0,4.07217472146e-06,324.659792707
4.41923478094e-08,2500.0,4.1490899271e-06,324.660890466
4.46823478094e-08,2500.0,3.96977379005e-06,324.662392136
4.51823478094e-08,2500.0,3.71590188314e-06,324.663755384
4.56823478094e-08,2500.0,3.42967625541e-06,324.664895523
4.61823478094e-08,2500.0,3.07137288745e-06,324.66582494
4.66823478094e-08,2500.0,2.62615380793e-06,324.666574988
4.71823478094e-08,2500.0,2.18806287043e-06,324.667184474
4.76823478094e-08,2500.0,1.84107834176e-06,324.667693801
4.81823478094e-08,2500.0,1.59255898181e-06,324.668134898
4.86823478094e-08,2500.0,1.41186121479e-06,324.668527753
4.91823478094e-08,2500.0,1.26940300839e-06,324.668883249
4.96823478094e-08,2500.0,1.1490240008e-06,324.669207422
5e-08,2500.0,1.07796339987e-06,324.669401697
5.001e-08,2500.0,1.07563785151e-06,324.669407801
5.0024e-08,2500.0,1.07240300571e-06,324.669416324
5.00436e-08,2500.0,1.06790731623e-06,324.669428212
5.007104e-08,2500.0,1.06167396638e-06,324.669444767
5.0109456e-08,2500.0,1.05306260027e-06,324.669467777
5.01632384e-08,2500.0,1.04122904389e-06,324.669499665
5.023853376e-08,2500.0,1.02509087813e-06,324.669543684
5.0343947264e-08,2500.0,1.00331733757e-06,324.66960412
5.04915261696e-08,2500.0,9.74375682616e-07,324.669686488
5.06981366374e-08,2500.0,9.36688298524e-07,324.669797668
5.09873912924e-08,2500.0,8.88971776606e-07,324.669945911
5.13923478094e-08,2500.0,8.30861548359e-07,324.670140757
5.18923478094e-08,2500.0,7.70190022793e-07,324.670365028
5.23923478094e-08,2500.0,7.18768195963e-07,324.670575592
5.28923478094e-08,2500.0,6.75765638437e-07,324.670774638
5.33923478094e-08,2500.0,6.40214903808e-07,324.670963931
5.38923478094e-08,2500.0,6.11157863152e-07,324.671144859
5.43923478094e-08,2500.0,5.87680976533e-07,324.671318531
5.48923478094e-08,2500.0,5.68903480918e-07,324.671485892
5.53923478094e-08,2500.0,5.54000003205e-07,324.67164783
5.58923478094e-08,2500.0,5.4215530396e-07,324.671805237
5.63923478094e-08,2500.0,5.32709817151e-07,324.671959023
5.68923478094e-08,2500.0,5.25235025631e-07,324.672110095
5.73923478094e-08,2500.0,5.1939272848e-07,324.672259309
5.78923478094e-08,2500.0,5.14885799799e-07,324.672407415
5.83923478094e-08,2500.0,5.11469065819e-07,324.672555008
5.88923478094e-08,2500.0,5.08944994537e-07,324.672702517
5.93923478094e-08,2500.0,5.07147719939e-07,324.672850203
5.98923478094e-08,2500.0,5.05930539201e-07,324.67299819
6e-08,2500.0,5.0569376442e-07,324.673030067
