time_s,collector_inner_voltage_v,collector_total_current_a_um,tmax_k
1.014e-10,2500.0,2.30015766871e-06,300.001450276
1.016e-10,2500.0,2.38642155876e-06,300.001557891
1.018e-10,2500.0,2.46605479249e-06,300.001668197
1.02e-10,2500.0,2.53883235743e-06,300.001780739
1.022e-10,2500.0,2.6046739507e-06,300.001895069
1.0248e-10,2500.0,2.6853482613e-06,300.00205761
1.02872e-10,2500.0,2.77682666861e-06,300.002287462
1.034208e-10,2500.0,2.86784329722e-06,300.002608587
1.0418912e-10,2500.0,2.93999689664e-06,300.003046498
1.05264768e-10,2500.0,2.97789406256e-06,300.003618699
1.067706752e-10,2500.0,2.98552940853e-06,300.004335965
1.0887894528e-10,2500.0,2.98046875227e-06,300.005202793
1.11830523392e-10,2500.0,2.97076902515e-06,300.006246838
1.15962732749e-10,2500.0,2.95602525768e-06,300.007527594
1.21747825848e-10,2500.0,2.9343519275e-06,300.00900193
1.29846956188e-10,2500.0,2.90313370521e-06,300.010612852
1.41185738663e-10,2500.0,2.85845772871e-06,300.01228225
1.57060034128e-10,2500.0,2.79246300054e-06,300.013804317
1.79284047779e-10,2500.0,2.68776405006e-06,300.021562363
2.1039766689e-10,2500.0,2.50800797671e-06,300.033968534
2.53956733647e-10,2500.0,2.18230860689e-06,300.04861549
3.14939427105e-10,2500.0,1.69368755201e-06,300.061913819
4e-10,2500.0,1.31862537365e-06,300.068622795
4.1e-10,2500.0,1.27832009756e-06,300.069244147
4.24e-10,2500.0,1.23853205847e-06,300.069871564
4.436e-10,2500.0,1.20271403375e-06,300.070306467
4.7104e-10,2500.0,1.17324254832e-06,300.070248929
5.09456e-10,2500.0,1.15114894819e-06,300.069262127
5.632384e-10,2500.0,1.1371489252e-06,300.066873408
6.3853376e-10,2500.0,1.13279137709e-06,300.062837875
7.43947264e-10,2500.0,1.14095757932e-06,300.057163916
8.915261696e-10,2500.0,1.16647285397e-06,300.05034881
1.09813663744e-09,2500.0,1.21780350926e-06,300.043012286
1.38739129242e-09,2500.0,1.30890365014e-06,300.035809181
1.79234780938e-09,2500.0,1.46083290286e-06,300.029252801
2.35928693314e-09,2500.0,1.69584415329e-06,300.022859637
3.15300170639e-09,2500.0,1.87462828765e-06,300.017419918
4.26420238895e-09,2500.0,1.67890961718e-06,300.013428623
5.04204286673e-09,2500.0,1.49182187901e-06,300.011671518
6.13101953564e-09,2500.0,1.24452082487e-06,300.010527361
7.65558687211e-09,2500.0,9.67361108973e-07,300.010337617
9.78998114316e-09,2500.0,7.29669807577e-07,300.011307008
1e-08,2500.0,7.08552970886e-07,300.011433048
1.001e-08,2500.0,7.07562788076e-07,300.011439066
1.0024e-08,2500.0,7.06201772434e-07,300.011447523
1.00436e-08,2500.0,7.04328147567e-07,300.011459425
1.007104e-08,2500.0,7.01752175013e-07,300.011476268
1.0109456e-08,2500.0,6.98221940051e-07,300.011500131
1.01632384e-08,2500.0,6.93408758032e-07,300.011533972
1.023853376e-08,2500.0,6.86894597465e-07,300.01158294
1.0343947264e-08,2500.0,6.78168354926e-07,300.011656368
1.04915261696e-08,2500.0,6.66643627915e-07,300.011761879
1.06981366374e-08,2500.0,6.51719138637e-07,300.011913721
1.09873912924e-08,2500.0,6.32915402836e-07,300.012141905
1.13923478094e-08,2500.0,6.10135920279e-07,300.012473993
1.19592869331e-08,2500.0,5.84067851747e-07,300.012954906
1.27530017064e-08,2500.0,5.56587586677e-07,300.013625632
1.38642023889e-08,2500.0,5.31170718689e-07,300.01448728
1.54198833445e-08,2500.0,5.12763233178e-07,300.015523223
1.75978366823e-08,2500.0,5.04125233491e-07,300.01678585
2.06469713553e-08,2500.0,5.02075593743e-07,300.01845329
2.49157598974e-08,2500.0,5.01515852273e-07,300.020779321
3.08920638563e-08,2500.0,5.00272394105e-07,300.024068854
3.92588893988e-08,2500.0,4.98331146665e-07,300.028734634
4e-08,2500.0,4.9813060811e-07,300.029165371
4.0001e-08,2500.0,3.42780626405e-06,300.029809658
4.00024e-08,2500.0,3.43924009619e-06,300.031017461
4.000436e-08,2500.0,3.44425862528e-06,300.032538157
4.0007104e-08,2500.0,3.44448877852e-06,300.034400475
4.00109456e-08,2500.0,3.43972478256e-06,300.036605255
4.001632384e-08,2500.0,3.42904240841e-06,300.03913554
4.0023853376e-08,2500.0,3.41102640108e-06,300.041853581
4.00343947264e-08,2500.0,3.38381725267e-06,300.044580694
4.0049152617e-08,2500.0,3.34410638022e-06,300.047131796
4.00698136637e-08,2500.0,3.28396593003e-06,300.049343642
4.00987391292e-08,2500.0,3.18755710509e-06,300.050856852
4.01392347809e-08,2500.0,3.02617145938e-06,300.051165962
4.01892347809e-08,2500.0,2.78046924018e-06,300.05036059
4.02392347809e-08,2500.0,2.49735631748e-06,300.049225233
4.02892347809e-08,2500.0,2.25361249612e-06,300.048104437
4.03142347809e-08,2500.0,2.15426269048e-06,300.047571094
4.03492347809e-08,2500.0,2.07112808208e-06,300.04688728
4.03982347809e-08,2500.0,2.01485835105e-06,300.046047799
4.04482347809e-08,2500.0,1.9892087146e-06,300.045298893
4.04982347809e-08,2500.0,1.98040558635e-06,300.044641747
4.05482347809e-08,2500.0,1.98164506662e-06,300.044064824
4.05982347809e-08,2500.0,1.98956799288e-06,300.043552515
4.06482347809e-08,2500.0,2.00223725231e-06,300.043109612
4.06982347809e-08,2500.0,2.01838286651e-06,300.042794655
4.07e-08,2500.0,2.01887254491e-06,300.042783697
4.071e-08,2500.0,3.05532421503e-06,300.04338838
4.0724e-08,2500.0,2.83358458553e-06,300.043655011
4.07436e-08,2500.0,2.58135214171e-06,300.043647227
4.077104e-08,2500.0,2.36101967137e-06,300.043467591
4.0809456e-08,2500.0,2.23232656132e-06,300.04318571
4.08632384e-08,2500.0,2.19497652731e-06,300.042822895
4.093853376e-08,2500.0,2.21394770606e-06,300.042382676
4.1043947264e-08,2500.0,2.26865638825e-06,300.041864323
4.11915261696e-08,2500.0,2.35939743008e-06,300.041271957
4.13981366374e-08,2500.0,2.49903237121e-06,300.040624134
4.16873912924e-08,2500.0,2.71135420155e-06,300.03996834
4.20923478094e-08,2500.0,3.02935956592e-06,300.03941524
4.25923478094e-08,2500.0,3.42741203602e-06,300.039184515
4.30923478094e-08,2500.0,3.7989411144e-06,300.039369274
4.35923478094e-08,2500.0,4.13025385715e-06,300.039964962
4.38423478094e-08,2500.0,4.25169619355e-06,300.040366357
4.41923478094e-08,2500.0,4.2259083585e-06,300.041046573
4.46823478094e-08,2500.0,3.99165552536e-06,300.041989591
4.51823478094e-08,2500.0,3.70766613867e-06,300.042847784
4.56823478094e-08,2500.0,3.37766571753e-06,300.043726367
4.61823478094e-08,2500.0,2.95838421741e-06,300.044766599
4.66823478094e-08,2500.0,2.47512326794e-06,300.045994913
4.71823478094e-08,2500.0,2.05101258048e-06,300.047364904
4.76823478094e-08,2500.0,1.74028314694e-06,300.048806566
4.81823478094e-08,2500.0,1.52203771264e-06,300.05026754
4.86823478094e-08,2500.0,1.3578222534e-06,300.051703413
4.91823478094e-08,2500.0,1.2227267308e-06,300.053079634
4.96823478094e-08,2500.0,1.10609258068e-06,300.054364173
5e-08,2500.0,1.03690871753e-06,300.055137638
5.001e-08,2500.0,1.03463198831e-06,300.055161972
5.0024e-08,2500.0,1.0314660242e-06,300.055195956
5.00436e-08,2500.0,1.02706831386e-06,300.055243367
5.007104e-08,2500.0,1.02097581582e-06,300.055309413
5.0109456e-08,2500.0,1.01256988637e-06,300.055401222
5.01632384e-08,2500.0,1.00104094742e-06,300.055528444
5.023853376e-08,2500.0,9.85361928584e-07,300.055703919
5.0343947264e-08,2500.0,9.64289247868e-07,300.055944257
5.04915261696e-08,2500.0,9.3642373691e-07,300.056270114
5.06981366374e-08,2500.0,9.0038123985e-07,300.056704847
5.09873912924e-08,2500.0,8.55158958067e-07,300.057270203
5.13923478094e-08,2500.0,8.00765473174e-07,300.057978456
5.18923478094e-08,2500.0,7.44872349052e-07,300.058737961
5.23923478094e-08,2500.0,6.98367202348e-07,300.059392839
5.28923478094e-08,2500.0,6.60312518556e-07,300.059965498
5.33923478094e-08,2500.0,6.29644371817e-07,300.060463131
5.38923478094e-08,2500.0,6.05285328941e-07,300.060897615
5.43923478094e-08,2500.0,5.86177435179e-07,300.061288829
5.48923478094e-08,2500.0,5.71262464398e-07,300.061647619
5.53923478094e-08,2500.0,5.59646068396e-07,300.061971722
5.58923478094e-08,2500.0,5.50678478177e-07,300.062267345
5.63923478094e-08,2500.0,5.4381327941e-07,300.062542841
5.68923478094e-08,2500.0,5.38598932194e-07,300.062813609
5.73923478094e-08,2500.0,5.34693575185e-07,300.063068606
5.78923478094e-08,2500.0,5.31839427837e-07,300.063310716
5.83923478094e-08,2500.0,5.29829280101e-07,300.06354243
5.88923478094e-08,2500.0,5.28485120867e-07,300.063766857
5.93923478094e-08,2500.0,5.27649138046e-07,300.064007093
5.98923478094e-08,2500.0,5.27182335346e-07,300.064248684
6e-08,2500.0,5.27097563039e-07,300.064300494
