time_s,collector_inner_voltage_v,collector_total_current_a_um,tmax_k
5.81988334452e-09,2500.0,3.70394161413e-06,324.644032892
7.99783668233e-09,2500.0,5.68943813519e-06,324.655252273
1e-08,2500.0,8.11137519321e-06,324.671123005
1.001e-08,2500.0,8.12301271683e-06,324.67120242
1.0024e-08,2500.0,8.13961227784e-06,324.67131389
1.00436e-08,2500.0,8.16302416829e-06,324.671470513
1.007104e-08,2500.0,8.19599144469e-06,324.671690898
1.0109456e-08,2500.0,8.24243449544e-06,324.672001623
1.01632384e-08,2500.0,8.30795079982e-06,324.672440944
1.023853376e-08,2500.0,8.40056977635e-06,324.673064487
1.0343947264e-08,2500.0,8.53190041093e-06,324.673954251
1.04915261696e-08,2500.0,8.71890266158e-06,324.675233295
1.06981366374e-08,2500.0,8.9866281572e-06,324.677090569
1.09873912924e-08,2500.0,9.37241851362e-06,324.679824663
1.13923478094e-08,2500.0,9.93357380336e-06,324.683924886
1.19592869331e-08,2500.0,1.07630350383e-05,324.690230965
1.27530017064e-08,2500.0,1.20031755498e-05,324.700252339
1.38642023889e-08,2500.0,1.38703148731e-05,324.716771658
1.54198833445e-08,2500.0,1.66986708644e-05,324.744885798
1.75978366823e-08,2500.0,2.11257067831e-05,324.794371746
2.06469713553e-08,2500.0,2.85942690043e-05,324.887466119
2.49157598974e-08,2500.0,4.33367124524e-05,325.073252195
2.79039118768e-08,2500.0,5.65657281675e-05,325.232751378
3.20873246481e-08,2500.0,8.54058545562e-05,325.537482287
3.79441025279e-08,2500.0,0.000169261532024,326.280199058
4e-08,2500.0,0.000205117957152,326.658868114
4.001e-08,2500.0,0.000205291630635,326.660777792
4.0024e-08,2500.0,0.000205535251908,326.663473876
4.00436e-08,2500.0,0.00020587719984,326.667494309
4.007104e-08,2500.0,0.000206357451668,326.673132141
4.0109456e-08,2500.0,0.000207032491491,326.681043458
4.01632384e-08,2500.0,0.000207982434967,326.692155874
4.023853376e-08,2500.0,0.000209321528014,326.707786019
4.0343947264e-08,2500.0,0.000211213947171,326.72981202
4.04915261696e-08,2500.0,0.000213898264008,326.760929863
4.06981366374e-08,2500.0,0.000217726633193,326.805041442
4.09873912924e-08,2500.0,0.00022322961504,326.867858369
4.13923478094e-08,2500.0,0.000231226897065,326.962407288
4.19592869331e-08,2500.0,0.000243024784803,327.102275821
4.27530017064e-08,2500.0,0.000260789920089,327.319103078
4.38642023889e-08,2500.0,0.000288310645468,327.665421472
4.54198833445e-08,2500.0,0.000332705118654,328.256328497
4.75978366823e-08,2500.0,0.000408667766565,329.348159129
5e-08,2500.0,0.000512890134203,330.980926279
5.001e-08,2500.0,0.000513321967909,330.98800328
5.0024e-08,2500.0,0.000513927199003,330.9979212
5.00436e-08,2500.0,0.000514776061829,331.011826181
5.007104e-08,2500.0,0.000515967382761,331.031332325
5.0109456e-08,2500.0,0.000517640671722,331.058718179
5.01632384e-08,2500.0,0.000519993608424,331.09721089
5.023853376e-08,2500.0,0.000523307748596,331.151401618
5.0343947264e-08,2500.0,0.000527987027303,331.227861059
5.04915261696e-08,2500.0,0.00053461673826,331.338957573
5.06981366374e-08,2500.0,0.00054405625323,331.499605168
5.09873912924e-08,2500.0,0.00055758937704,331.729474964
5.13923478094e-08,2500.0,0.000577177896726,332.061200951
5.19592869331e-08,2500.0,0.000605910353792,332.548497754
5.27530017064e-08,2500.0,0.000648842527382,333.298501056
5.38642023889e-08,2500.0,0.000714674924388,334.460525571
5.54198833445e-08,2500.0,0.000819346204493,336.356324739
5.75978366823e-08,2500.0,0.000994385597348,339.633595419
6e-08,2500.0,0.00122773398064,344.196903684
